Code_Country,Ref_Y,Year,Country,Country1,TyH_Vote,TyH_Seats,Dalton_Vote,Dalton_Seats,Knutsen_Vote,Knutsen_Seats,VDEM_pol,Dalton_OP,election,party_replacement_v,Volat_A_Cohen_2pct,Volat_A_Cohen_5pct,Volat_A_Cohen_7pct,stable_party_v,Volat_B_Cohen_2pct,Volat_B_Cohen_5pct,Volat_B_Cohen_7pct,volatility,Evolat_Cohen_2pct,Evolat_Cohen_5pct,Evolat_Cohen_7pct,Volat_A_Schmidt,Volat_B_Schmidt,Evolat_Schmidt,Enph_Schmidt,gdppc,gdp_growth,inflation,unemployment,gini,PR_system,IDEA_ES_Legislature,IDEA_ES_President,Lib_Dem_Index,Elect_Dem_Index,Legislative size,Dist_Mag_mean
3,1,2011,Brazil,BRA,1.345,1.435,2.577,2.662,0.902,0.972,0.119,3.938,0,0.159,0.153,0.13,0.13,0.07,0.054,0.034,0.031,0.229,0.207,0.164,0.161,1.8,10.9,12.7,10.444,14831,3.026,6.64,6.92,52.9,PR,List PR, TRS,0.795,0.887,513,19
3,0,2012,Brazil,BRA,1.345,1.435,2.577,2.662,0.902,0.972,0.119,3.938,0,0.159,0.153,0.13,0.13,0.07,0.054,0.034,0.031,0.229,0.207,0.164,0.161,1.8,10.9,12.7,10.444,14985,1.015,5.4,7.19,53.5,PR,List PR, TRS,0.789,0.878,513,19
3,0,2013,Brazil,BRA,1.345,1.435,2.577,2.662,0.902,0.972,1.046,3.115,0,0.159,0.153,0.13,0.13,0.07,0.054,0.034,0.031,0.229,0.207,0.164,0.161,1.8,10.9,12.7,10.444,15306,2.109,6.2,6.98,52.8,PR,List PR, TRS,0.795,0.884,513,19
3,0,2014,Brazil,BRA,1.345,1.435,2.577,2.662,0.902,0.972,1.389,3.115,1,0.058,0.045,0.031,0,0.115,0.097,0.039,0.027,0.174,0.141,0.07,0.027,20.67,3.13,23.8,10.444,15258,-0.352,6.33,6.66,52.1,PR,List PR, TRS,0.793,0.883,513,19
3,0,2015,Brazil,BRA,NA,NA,NA,NA,NA,NA,1.389,4.245,0,0.058,0.045,0.031,0,0.115,0.097,0.039,0.027,0.174,0.141,0.07,0.027,20.67,3.13,23.8,13.216,15826,-4.351,9.03,8.43,51.9,PR,List PR, TRS,0.785,0.876,513,19
3,0,2016,Brazil,BRA,NA,NA,NA,NA,NA,NA,2.305,5.367,0,0.058,0.045,0.031,0,0.115,0.097,0.039,0.027,0.174,0.141,0.07,0.027,20.67,3.13,23.8,13.216,13873,-4.069,8.74,11.6,53.3,PR,List PR, TRS,0.69,0.806,513,19
3,0,2017,Brazil,BRA,NA,NA,NA,NA,NA,NA,2.305,4.404,0,0.058,0.045,0.031,0,0.115,0.097,0.039,0.027,0.174,0.141,0.07,0.027,20.67,3.13,23.8,NA,13951.6,0.508,3.45,12.82,53.3,PR,List PR, TRS,0.626,0.772,513,19
3,0,2018,Brazil,BRA,NA,NA,NA,NA,NA,NA,2.993,5.363,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14033.6,0.526,3.66,12.33,53.9,PR,List PR, TRS,0.599,0.762,513,19
3,0,2019,Brazil,BRA,NA,NA,NA,NA,NA,NA,2.993,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379,3.73,11.93,53.4,PR,List PR, TRS,0.523,0.693,513,19
4,0,1992,Chile,CHL,NA,NA,NA,NA,NA,NA,-1.649,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5.056,11773.3,9.347,15.43,4.35,54.8,PR,List PR,TRS,0.76,0.828,120,2
4,0,1993,Chile,CHL,NA,NA,NA,NA,NA,NA,-1.649,NA,1,0.108,0.074,0.025,0,0.151,0.098,0.087,0.087,0.258,0.172,0.112,0.087,16.52,3.9,20.42,5.056,12296.9,4.868,12.73,4.49,NA,PR,List PR,TRS,0.756,0.825,120,2
4,1,1994,Chile,CHL,1.319,1.604,2.552,2.814,0.918,1.125,-1.649,NA,0,0.108,0.074,0.025,0,0.151,0.098,0.087,0.087,0.258,0.172,0.112,0.087,16.52,3.9,20.42,4.842,12692.6,3.389,11.44,5.87,56.4,PR,List PR,TRS,0.794,0.86,120,2
4,0,1995,Chile,CHL,1.319,1.604,2.552,2.814,0.918,1.125,-1.649,4.279,0,0.108,0.074,0.025,0,0.151,0.098,0.087,0.087,0.258,0.172,0.112,0.087,16.52,3.9,20.42,4.842,13715.9,7.308,8.23,4.7,NA,PR,List PR,TRS,0.794,0.86,120,2
4,0,1996,Chile,CHL,1.319,1.604,2.552,2.814,0.918,1.125,-1.973,4.025,0,0.108,0.074,0.025,0,0.151,0.098,0.087,0.087,0.258,0.172,0.112,0.087,16.52,3.9,20.42,4.842,14433.3,5.291,7.36,7.41,54.9,PR,List PR,TRS,0.795,0.86,120,2
4,0,1997,Chile,CHL,1.319,1.604,2.552,2.814,0.918,1.125,-1.973,3.93,1,0.067,0.045,0,0,0.07,0.053,0.053,0.043,0.137,0.098,0.053,0.043,16.52,3.9,20.42,4.842,15079.8,5.983,6.13,7.14,NA,PR,List PR,TRS,0.795,0.86,120,2
4,1,1998,Chile,CHL,2.529,2.818,3.534,3.73,1.254,1.467,-1.973,4.218,0,0.067,0.045,0,0,0.07,0.053,0.053,0.043,0.137,0.098,0.053,0.043,16.52,3.9,20.42,5.147,15259.5,2.991,5.11,7.31,55.5,PR,List PR,TRS,0.793,0.86,120,2
4,0,1999,Chile,CHL,2.529,2.818,3.534,3.73,1.254,1.467,-1.973,4.218,0,0.067,0.045,0,0,0.07,0.053,0.053,0.043,0.137,0.098,0.053,0.043,42.57,5.76,48.33,5.147,14846.4,-1.628,3.34,11.16,NA,PR,List PR,TRS,0.789,0.854,120,2
4,0,2000,Chile,CHL,2.529,2.818,3.534,3.73,1.254,1.467,-1.973,4.332,0,0.067,0.045,0,0,0.07,0.053,0.053,0.043,0.137,0.098,0.053,0.043,42.57,5.76,48.33,5.147,15211.6,4.094,3.84,10.49,52.8,PR,List PR,TRS,0.815,0.879,120,2
4,0,2001,Chile,CHL,2.529,2.818,3.534,3.73,1.254,1.467,-1.973,4.466,1,0.036,0.023,0,0,0.149,0.137,0.126,0.095,0.185,0.16,0.126,0.095,42.57,5.76,48.33,5.147,15448,2.146,3.57,10.39,NA,PR,List PR,TRS,0.815,0.879,120,2
4,1,2002,Chile,CHL,2.111,2.517,3.275,3.526,1.165,1.439,-1.973,4.415,0,0.036,0.023,0,0,0.149,0.137,0.126,0.095,0.185,0.16,0.126,0.095,42.57,5.76,48.33,5.825,15509.8,2.001,2.49,10.17,NA,PR,List PR,TRS,0.814,0.877,120,2
4,0,2003,Chile,CHL,2.111,2.517,3.275,3.526,1.165,1.439,-1.973,4.174,0,0.036,0.023,0,0,0.149,0.137,0.126,0.095,0.185,0.16,0.126,0.095,42.57,5.76,48.33,5.825,15809.2,3.006,2.81,9.77,51.5,PR,List PR,TRS,0.814,0.877,120,2
4,0,2004,Chile,CHL,2.111,2.517,3.275,3.526,1.165,1.439,-1.973,3.761,0,0.036,0.023,0,0,0.149,0.137,0.126,0.095,0.185,0.16,0.126,0.095,42.57,5.76,48.33,5.825,16479,6.103,1.05,10.16,NA,PR,List PR,TRS,0.814,0.877,120,2
4,0,2005,Chile,CHL,2.111,2.517,3.275,3.526,1.165,1.439,-1.973,3.906,1,0.038,0.022,0,0,0.07,0.042,0.04,0.039,0.109,0.064,0.04,0.039,17.16,13.14,30.3,5.825,17137.5,4.647,3.05,9.34,NA,PR,List PR,TRS,0.821,0.875,120,2
4,1,2006,Chile,CHL,2.249,2.75,3.332,3.685,1.247,1.512,-1.973,3.718,0,0.038,0.022,0,0,0.07,0.042,0.04,0.039,0.109,0.064,0.04,0.039,17.16,13.14,30.3,5.244,17920.8,5.2,3.39,9.02,47.3,PR,List PR,TRS,0.836,0.889,120,2
4,0,2007,Chile,CHL,2.249,2.75,3.332,3.685,1.247,1.512,-1.778,3.646,0,0.038,0.022,0,0,0.07,0.042,0.04,0.039,0.109,0.064,0.04,0.039,17.16,13.14,30.3,5.244,18487.9,3.79,4.41,8.43,NA,PR,List PR,TRS,0.838,0.889,120,2
4,0,2008,Chile,CHL,2.249,2.75,3.332,3.685,1.247,1.512,-1.778,3.555,0,0.038,0.022,0,0,0.07,0.042,0.04,0.039,0.109,0.064,0.04,0.039,17.16,13.14,30.3,5.995,18804,2.426,8.72,9.29,NA,PR,List PR,TRS,0.839,0.889,120,2
4,0,2009,Chile,CHL,2.249,2.75,3.332,3.685,1.247,1.512,-1.778,3.611,1,0.027,0.02,0,0,0.12,0.106,0.069,0.069,0.147,0.126,0.069,0.069,27.49,17.51,45,5.995,18184.5,-2.601,0.35,11.31,47,PR,List PR,TRS,0.836,0.886,120,2
4,1,2010,Chile,CHL,2.461,2.745,3.486,3.682,1.311,1.498,-1.493,3.665,0,0.027,0.02,0,0,0.12,0.106,0.069,0.069,0.147,0.126,0.069,0.069,27.49,17.51,45,5.665,18909.9,4.75,1.41,8.42,NA,PR,List PR,TRS,0.839,0.886,120,2
4,0,2011,Chile,CHL,2.461,2.745,3.486,3.682,1.311,1.498,-1.493,3.589,0,0.027,0.02,0,0,0.12,0.106,0.069,0.069,0.147,0.126,0.069,0.069,27.49,17.51,45,5.665,19705,5.058,3.34,7.34,46,PR,List PR,TRS,0.842,0.888,120,2
4,0,2012,Chile,CHL,2.461,2.745,3.486,3.682,1.311,1.498,-1.493,3.589,0,0.027,0.02,0,0,0.12,0.106,0.069,0.069,0.147,0.126,0.069,0.069,27.49,17.51,45,5.665,20531,4.309,3.01,6.66,NA,PR,List PR,TRS,0.844,0.891,120,2
4,0,2013,Chile,CHL,2.461,2.745,3.486,3.682,1.311,1.498,-1.493,3.222,1,0.081,0.043,0,0,0.109,0.083,0.056,0.056,0.19,0.125,0.056,0.056,26.92,18.07,44.99,5.665,21135,3.032,1.79,6.21,45.8,PR,List PR,TRS,0.847,0.891,120,2
4,1,2014,Chile,CHL,3.046,4.45,3.879,4.688,1.377,1.77,-1.329,3.222,0,0.081,0.043,0,0,0.109,0.083,0.056,0.056,0.19,0.125,0.056,0.056,26.92,18.07,44.99,6.457,21335,0.693,4.72,6.66,NA,PR,List PR,TRS,0.846,0.887,120,2
4,0,2015,Chile,CHL,3.046,4.45,3.879,4.688,1.377,1.77,-1.061,3.513,0,0.081,0.043,0,0,0.109,0.083,0.056,0.056,0.19,0.125,0.056,0.056,26.92,18.07,44.99,6.457,21589,1.106,4.35,6.51,44.4,PR,List PR,TRS,0.834,0.88,120,2
4,0,2016,Chile,CHL,3.046,4.45,3.879,4.688,1.377,1.77,-1.061,4.13,0,0.081,0.043,0,0,0.109,0.083,0.056,0.056,0.19,0.125,0.056,0.056,26.92,18.07,44.99,6.457,21696,0.372,3.79,6.74,NA,PR,List PR,TRS,0.836,0.882,120,2
4,0,2017,Chile,CHL,NA,NA,NA,NA,NA,NA,-1.061,3.587,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.92,18.07,44.99,NA,21650.4,-0.243,2.18,6.96,44.4,PR,List PR,TRS,0.842,0.887,155,2
4,0,2018,Chile,CHL,NA,NA,NA,NA,NA,NA,-0.57,3.847,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22104.8,2.513,2.43,7.23,NA,PR,List PR,TRS,0.803,0.863,155,2
4,0,2019,Chile,CHL,NA,NA,NA,NA,NA,NA,0.662,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.134,2.56,7.29,NA,PR,List PR,TRS,0.793,0.813,155,2
5,0,1992,Colombia,COL,NA,NA,NA,NA,NA,NA,-0.721,NA,0,0.128,0.087,0.087,0.087,0.15,0.12,0.11,0.11,0.279,0.207,0.197,0.197,NA,NA,NA,2.997,7888.1,2.037,27.03,9.44,51.5,PR,List PR,TRS,0.433,0.566,161,5
5,0,1993,Colombia,COL,NA,NA,NA,NA,NA,NA,-0.721,NA,0,0.128,0.087,0.087,0.087,0.15,0.12,0.11,0.11,0.279,0.207,0.197,0.197,NA,NA,NA,2.997,8180.9,3.377,22.44,7.8,NA,PR,List PR,TRS,0.434,0.566,161,5
5,0,1994,Colombia,COL,NA,NA,NA,NA,NA,NA,-0.721,NA,1,0.05,0.013,0,0,0.149,0.092,0.054,0.025,0.199,0.105,0.054,0.025,51.29,1.61,52.9,2.753,8447.9,3.839,22.85,8.25,NA,PR,List PR,TRS,0.434,0.562,163,5
5,0,1995,Colombia,COL,NA,NA,NA,NA,NA,NA,0.575,NA,0,0.05,0.013,0,0,0.149,0.092,0.054,0.025,0.199,0.105,0.054,0.025,51.29,1.61,52.9,2.753,8735.9,3.289,20.9,8.72,NA,PR,List PR,TRS,0.439,0.566,163,5
5,0,1996,Colombia,COL,NA,NA,NA,NA,NA,NA,0.575,4.641,0,0.05,0.013,0,0,0.149,0.092,0.054,0.025,0.199,0.105,0.054,0.025,51.29,1.61,52.9,2.753,8770.6,0.253,20.8,11.81,56.9,PR,List PR,TRS,0.435,0.562,163,5
5,0,1997,Colombia,COL,NA,NA,NA,NA,NA,NA,0.575,4.21,0,0.05,0.013,0,0,0.149,0.092,0.054,0.025,0.199,0.105,0.054,0.025,51.29,1.61,52.9,2.753,8952.5,1.655,18.46,12.14,NA,PR,List PR,TRS,0.435,0.562,163,5
5,1,1998,Colombia,COL,0.505,0.776,1.579,1.958,0.487,0.758,0.575,5.522,1,0.091,0,0,0,0.162,0.107,0.086,0.086,0.253,0.107,0.086,0.086,17.99,10.45,28.44,3.122,8863.3,-1.109,18.68,15,NA,PR,List PR,TRS,0.43,0.553,161,5
5,0,1999,Colombia,COL,0.505,0.776,1.579,1.958,0.487,0.758,0.575,5.522,0,0.091,0,0,0,0.162,0.107,0.086,0.086,0.253,0.107,0.086,0.086,17.99,10.45,28.44,3.122,8382.1,-5.764,10.87,20.06,58.7,PR,List PR,TRS,0.425,0.547,161,5
5,0,2000,Colombia,COL,0.505,0.776,1.579,1.958,0.487,0.758,-0.325,4.17,0,0.091,0,0,0,0.162,0.107,0.086,0.086,0.253,0.107,0.086,0.086,17.99,10.45,28.44,3.122,8496.8,1.287,9.22,20.52,58.7,PR,List PR,TRS,0.429,0.553,161,5
5,0,2001,Colombia,COL,0.505,0.776,1.579,1.958,0.487,0.758,-0.145,4.32,0,0.091,0,0,0,0.162,0.107,0.086,0.086,0.253,0.107,0.086,0.086,17.99,10.45,28.44,3.122,8528,0.097,7.97,15.04,57.5,PR,List PR,TRS,0.428,0.548,161,5
5,1,2002,Colombia,COL,0.083,0.711,0.639,1.874,0.166,0.67,0.654,4.423,1,0.416,0.29,0.236,0.236,0.167,0.105,0.093,0.093,0.582,0.394,0.329,0.329,49.72,11.99,61.71,6.592,8630.5,0.951,6.35,14.48,56,PR,List PR,TRS,0.412,0.532,166,5
5,0,2003,Colombia,COL,0.083,0.711,0.639,1.874,0.166,0.67,0.654,4.395,0,0.416,0.29,0.236,0.236,0.167,0.105,0.093,0.093,0.582,0.394,0.329,0.329,49.72,11.99,61.71,6.592,8855.2,2.394,7.13,13.22,53.6,PR,List PR,TRS,0.421,0.537,166,5
5,0,2004,Colombia,COL,0.083,0.711,0.639,1.874,0.166,0.67,0.654,4.586,0,0.416,0.29,0.236,0.236,0.167,0.105,0.093,0.093,0.582,0.394,0.329,0.329,49.72,11.99,61.71,6.592,9211.3,3.851,5.9,12.74,55,PR,List PR,TRS,0.426,0.542,166,5
5,0,2005,Colombia,COL,0.083,0.711,0.639,1.874,0.166,0.67,0.654,4.68,0,0.416,0.29,0.236,0.236,0.167,0.105,0.093,0.093,0.582,0.394,0.329,0.329,49.72,11.99,61.71,6.592,9524.7,3.423,5.05,11.06,53.9,PR,List PR,TRS,0.427,0.541,166,5
5,1,2006,Colombia,COL,1.419,1.444,2.647,2.67,0.884,0.939,0.654,4.75,1,0.345,0.199,0.175,0.175,0.188,0.158,0.116,0.116,0.533,0.357,0.292,0.292,17.82,14.45,32.27,7.637,10039.7,5.35,4.29,11.29,NA,PR,List PR,TRS,0.435,0.555,166,5
5,0,2007,Colombia,COL,1.419,1.444,2.647,2.67,0.884,0.939,0.654,4.585,0,0.345,0.199,0.175,0.175,0.188,0.158,0.116,0.116,0.533,0.357,0.292,0.292,17.82,14.45,32.27,7.637,10602.3,5.429,5.55,10.25,NA,PR,List PR,TRS,0.44,0.562,166,5
5,0,2008,Colombia,COL,1.419,1.444,2.647,2.67,0.884,0.939,0.654,4.585,0,0.345,0.199,0.175,0.175,0.188,0.158,0.116,0.116,0.533,0.357,0.292,0.292,17.82,14.45,32.27,7.637,10846.7,2.076,7,10.49,55.3,PR,List PR,TRS,0.448,0.568,166,5
5,0,2009,Colombia,COL,1.419,1.444,2.647,2.67,0.884,0.939,1.279,4.27,0,0.345,0.199,0.175,0.175,0.188,0.158,0.116,0.116,0.533,0.357,0.292,0.292,17.82,14.45,32.27,7.637,10894.1,0.021,4.2,11.29,54.3,PR,List PR,TRS,0.448,0.57,166,5
5,1,2010,Colombia,COL,1.339,0.833,2.571,2.028,0.683,0.554,1.082,4.46,1,0.184,0.11,0.038,0.038,0.128,0.108,0.104,0.093,0.313,0.218,0.141,0.13,42.15,28.49,70.64,4.982,11191.7,3.403,2.27,10.98,54.6,PR,List PR,TRS,0.489,0.616,165,5
5,0,2011,Colombia,COL,1.339,0.833,2.571,2.028,0.683,0.554,0.645,4.726,0,0.184,0.11,0.038,0.038,0.128,0.108,0.104,0.093,0.313,0.218,0.141,0.13,42.15,28.49,70.64,4.982,11788,5.917,3.42,10.11,53.5,PR,List PR,TRS,0.529,0.654,165,5
5,0,2012,Colombia,COL,1.339,0.833,2.571,2.028,0.683,0.554,0.645,4.726,0,0.184,0.11,0.038,0.038,0.128,0.108,0.104,0.093,0.313,0.218,0.141,0.13,42.15,28.49,70.64,4.982,12123,2.981,3.17,9.74,52.6,PR,List PR,TRS,0.53,0.654,165,5
5,0,2013,Colombia,COL,1.339,0.833,2.571,2.028,0.683,0.554,0.645,4.064,0,0.184,0.11,0.038,0.038,0.128,0.108,0.104,0.093,0.313,0.218,0.141,0.13,42.15,28.49,70.64,4.982,12568,4.185,2.02,9.05,52.6,PR,List PR,TRS,0.528,0.658,165,5
5,1,2014,Colombia,COL,0.52,0.645,1.603,1.785,0.515,0.651,0.89,4.064,1,0.355,0.315,0.294,0.294,0.063,0.056,0.038,0.038,0.418,0.37,0.331,0.331,45.15,14.33,59.48,6.341,12972,3.448,2.9,8.57,52.6,PR,List PR,TRS,0.535,0.669,166,5
5,0,2015,Colombia,COL,0.52,0.645,1.603,1.785,0.515,0.651,0.89,5.125,0,0.355,0.315,0.294,0.294,0.063,0.056,0.038,0.038,0.418,0.37,0.331,0.331,45.15,14.33,59.48,6.341,13218,1.758,4.99,8.3,51,PR,List PR,TRS,0.535,0.67,166,5
5,0,2016,Colombia,COL,0.52,0.645,1.603,1.785,0.515,0.651,0.89,5.156,0,0.355,0.315,0.294,0.294,0.063,0.056,0.038,0.038,0.418,0.37,0.331,0.331,45.15,14.33,59.48,6.341,13326,0.701,7.51,8.69,50.6,PR,List PR,TRS,0.53,0.666,166,5
5,0,2017,Colombia,COL,0.52,0.645,1.603,1.785,0.515,0.651,0.89,4.994,0,0.355,0.315,0.294,0.294,0.063,0.056,0.038,0.038,0.418,0.37,0.331,0.331,45.15,14.33,59.48,NA,13358,-0.163,4.31,8.87,49.7,PR,List PR,TRS,0.527,0.66,166,5
5,1,2018,Colombia,COL,1.02,1.151,2.245,2.384,0.766,0.801,1.115,5.396,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.15,14.33,59.48,NA,13545.1,0.965,3.24,9.11,50.4,PR,List PR,TRS,0.51,0.649,166,5
5,0,2019,Colombia,COL,1.02,1.151,2.245,2.384,0.766,0.801,1.115,5.396,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.869,3.53,9.96,51.3,PR,List PR,TRS,0.477,0.628,166,5
6,0,1992,Costa Rica ,CRC,NA,NA,NA,NA,NA,NA,-1.141,NA,0,0.031,0.012,0,0,0.069,0.067,0.054,0.054,0.1,0.079,0.054,0.054,NA,NA,NA,2.212,8038.8,6.391,21.79,3.93,45.7,PR,List PR,TRS,0.845,0.897,166,8.1
6,0,1993,Costa Rica ,CRC,NA,NA,NA,NA,NA,NA,-1.141,NA,0,0.031,0.012,0,0,0.069,0.067,0.054,0.054,0.1,0.079,0.054,0.054,NA,NA,NA,2.212,8363.5,4.364,9.78,3.95,46,PR,List PR,TRS,0.845,0.897,166,8.1
6,1,1994,Costa Rica ,CRC,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,NA,1,0.055,0.043,0.027,0,0.053,0.043,0.043,0.043,0.108,0.086,0.07,0.043,1.61,3.09,4.7,2.293,8479.6,1.873,13.54,4.05,46.8,PR,List PR,TRS,0.848,0.898,57,8.1
6,0,1995,Costa Rica ,CRC,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,,0,0.055,0.043,0.027,0,0.053,0.043,0.043,0.043,0.108,0.086,0.07,0.043,1.61,3.09,4.7,2.293,8576.4,1.575,23.19,5.18,45.7,PR,List PR,TRS,0.848,0.898,57,8.1
6,0,1996,Costa Rica ,CRC,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,4.762,0,0.055,0.043,0.027,0,0.053,0.043,0.043,0.043,0.108,0.086,0.07,0.043,1.61,3.09,4.7,2.293,8446.8,-1.182,17.51,6.16,46.5,PR,List PR,TRS,0.848,0.898,57,8.1
6,0,1997,Costa Rica ,CRC,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,5.027,0,0.055,0.043,0.027,0,0.053,0.043,0.043,0.043,0.108,0.086,0.07,0.043,1.61,3.09,4.7,2.293,8684,3.107,13.25,5.68,45.6,PR,List PR,TRS,0.843,0.898,57,8.1
6,1,1998,Costa Rica ,CRC,0.335,0.386,1.285,1.382,0.503,0.58,-1.141,5.797,1,0.073,0.03,0,0,0.073,0.056,0.056,0.054,0.146,0.085,0.056,0.054,3.15,2.91,6.06,2.556,9053.9,4.573,11.66,5.33,45.7,PR,List PR,TRS,0.848,0.897,57,8.1
6,0,1999,Costa Rica ,CRC,0.335,0.386,1.285,1.382,0.503,0.58,-1.141,5.797,0,0.073,0.03,0,0,0.073,0.056,0.056,0.054,0.146,0.085,0.056,0.054,3.15,2.91,6.06,2.556,9183.9,1.762,10.05,5.9,47.7,PR,List PR,TRS,0.848,0.897,57,8.1
6,0,2000,Costa Rica ,CRC,0.335,0.386,1.285,1.382,0.503,0.58,-1.553,4.837,0,0.073,0.03,0,0,0.073,0.056,0.056,0.054,0.146,0.085,0.056,0.054,3.15,2.91,6.06,2.556,9319.8,1.817,10.96,5.08,47.4,PR,List PR,TRS,0.847,0.897,57,8.1
6,0,2001,Costa Rica ,CRC,0.335,0.386,1.285,1.382,0.503,0.58,-1.553,4.511,0,0.073,0.03,0,0,0.073,0.056,0.056,0.054,0.146,0.085,0.056,0.054,3.15,2.91,6.06,2.556,9451.6,1.651,11.26,5.92,51.5,PR,List PR,TRS,0.847,0.897,57,8.1
6,1,2002,Costa Rica ,CRC,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,4.94,1,0.147,0.11,0.11,0.11,0.169,0.154,0.126,0.126,0.317,0.264,0.236,0.236,17.11,10.94,28.05,3.68,9591.6,1.608,9.17,6.33,51.8,PR,List PR,TRS,0.853,0.903,57,8.1
6,0,2003,Costa Rica ,CRC,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,5.13,0,0.147,0.11,0.11,0.11,0.169,0.154,0.126,0.126,0.317,0.264,0.236,0.236,17.11,10.94,28.05,3.68,9831.3,2.675,9.45,6.56,49.3,PR,List PR,TRS,0.853,0.904,57,8.1
6,0,2004,Costa Rica ,CRC,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,5.108,0,0.147,0.11,0.11,0.11,0.169,0.154,0.126,0.126,0.317,0.264,0.236,0.236,17.11,10.94,28.05,3.68,10086.8,2.828,12.31,6.39,48.3,PR,List PR,TRS,0.85,0.9,57,8.1
6,0,2005,Costa Rica ,CRC,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,4.776,0,0.147,0.11,0.11,0.11,0.169,0.154,0.126,0.126,0.317,0.264,0.236,0.236,17.11,10.94,28.05,3.68,10308.4,2.408,13.8,6.57,47.5,PR,List PR,TRS,0.847,0.9,57,8.1
6,1,2006,Costa Rica ,CRC,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.754,1,0.089,0.025,0,0,0.185,0.175,0.174,0.174,0.275,0.199,0.174,0.174,26.84,11.74,38.58,3.195,10880.5,5.759,11.47,5.74,49.4,PR,List PR,TRS,0.855,0.907,57,8.1
6,0,2007,Costa Rica ,CRC,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.43,0,0.089,0.025,0,0,0.185,0.175,0.174,0.174,0.275,0.199,0.174,0.174,26.84,11.74,38.58,3.195,11584.7,6.714,9.36,4.49,49.3,PR,List PR,TRS,0.859,0.909,57,8.1
6,0,2008,Costa Rica ,CRC,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.411,0,0.089,0.025,0,0,0.185,0.175,0.174,0.174,0.275,0.199,0.174,0.174,26.84,11.74,38.58,3.195,11935.2,3.278,13.42,4.78,48.6,PR,List PR,TRS,0.859,0.909,57,8.1
6,0,2009,Costa Rica ,CRC,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.32,0,0.089,0.025,0,0,0.185,0.175,0.174,0.174,0.275,0.199,0.174,0.174,26.84,11.74,38.58,3.195,11638,-2.233,7.84,7.71,50.6,PR,List PR,TRS,0.858,0.909,57,8.1
6,1,2010,Costa Rica ,CRC,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,4.327,1,0.07,0.025,0,0,0.125,0.123,0.108,0.108,0.195,0.147,0.108,0.108,1.22,16.74,17.96,3.9,12031.6,3.653,5.66,7.17,48.2,PR,List PR,TRS,0.86,0.912,57,8.1
6,0,2011,Costa Rica ,CRC,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,5.351,0,0.07,0.025,0,0,0.125,0.123,0.108,0.108,0.195,0.147,0.108,0.108,1.22,16.74,17.96,3.9,12366,3.053,4.88,10.14,48.7,PR,List PR,TRS,0.861,0.912,57,8.1
6,0,2012,Costa Rica ,CRC,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,5.351,0,0.07,0.025,0,0,0.125,0.123,0.108,0.108,0.195,0.147,0.108,0.108,1.22,16.74,17.96,3.9,12792,3.569,4.5,9.78,48.6,PR,List PR,TRS,0.861,0.911,57,8.1
6,0,2013,Costa Rica ,CRC,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,4.165,0,0.07,0.025,0,0,0.125,0.123,0.108,0.108,0.195,0.147,0.108,0.108,1.22,16.74,17.96,3.9,12916,1.102,5.23,8.77,49.3,PR,List PR,TRS,0.859,0.912,57,8.1
6,1,2014,Costa Rica ,CRC,1.344,1.273,2.577,2.508,0.714,0.722,-1.553,4.165,1,0.044,0.01,0,0,0.223,0.215,0.177,0.177,0.267,0.226,0.177,0.177,8.62,17.25,25.87,4.915,13222,2.365,4.52,9.06,48.6,PR,List PR,TRS,0.858,0.909,57,8.1
6,0,2015,Costa Rica ,CRC,1.344,1.273,2.577,2.508,0.714,0.722,-1.553,5.73,0,0.044,0.01,0,0,0.223,0.215,0.177,0.177,0.267,0.226,0.177,0.177,8.62,17.25,25.87,4.915,13677,2.511,0.8,9,48.4,PR,List PR,TRS,0.86,0.909,57,8.1
