,iso3c,year,Code_Country,Ref_Y,Country,TyH_Vote,TyH_Seats,Dalton_Vote,Dalton_Seats,Knutsen_Vote,Knutsen_Seats,VDEM_pol,Dalton_OP,election,party_replacement_v,Volat_A_Cohen_2pct,Volat_A_Cohen_5pct,Volat_A_Cohen_7pct,stable_party_v,Volat_B_Cohen_2pct,Volat_B_Cohen_5pct,Volat_B_Cohen_7pct,volatility,Evolat_Cohen_2pct,Evolat_Cohen_5pct,Evolat_Cohen_7pct,Volat_A_Schmidt,Volat_B_Schmidt,Evolat_Schmidt,Enph_Schmidt,gdppc,gdp_growth,inflation,unemployment,gini,PR_system,IDEA_ES_Legislature,IDEA_ES_President,Lib_Dem_Index,Elect_Dem_Index,Legislative.size,Dist_Mag_mean,iso2c,country,GC.DOD.TOTL.GD.ZS,NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.KD,FS.AST.PRVT.GD.ZS,BN.CAB.XOKA.GD.ZS,SP.POP.DPND,NY.GDP.PCAP.KD,NE.TRD.GNFS.ZS,BX.KLT.DINV.WD.GD.ZS,NE.CON.GOVT.ZS,region,capital,longitude,latitude,income,lending,gdppc_wb,gdpgrowth_wb,gdpconstant_wb,domesticcredit,debt,currentacc,pop,trade,fdi,spending
1,ARG,1992,1,0,Argenti,,,,,,,-0.011,,0,0.342,0.215,0.168,0.083,0.25,0.235,0.235,0.235,0.592,0.449,0.403,0.318,,,,3.15,12267.1,6.488,24.9,6.36,45.5,PR,List PR,FPTP,0.622,0.831,257,10.7,AR,Argenti,,7.937291556,3.1312E+11,15.44533545,-2.424838537,65.54673401,9338.699517,14.73098059,1.936712402,2.975538028,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,9338.699517,7.937291556,3.1312E+11,15.44533545,,-2.424838537,65.54673401,14.73098059,1.936712402,2.975538028
2,ARG,1993,1,0,Argenti,,,,,,,-0.011,,1,0.132,0.034,0,0,0.129,0.078,0.062,0.051,0.261,0.112,0.062,0.051,6.35,15.76,22.11,2.859,12926.8,6.803,18512,10.1,44.9,PR,List PR,FPTP,0.623,0.832,257,10.7,AR,Argenti,,8.206979072,3.38818E+11,18.28460493,-3.466178295,65.01800401,9974.004419,16.22315145,1.179802812,13.51037847,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,9974.004419,8.206979072,3.38818E+11,18.28460493,,-3.466178295,65.01800401,16.22315145,1.179802812,13.51037847
3,ARG,1994,1,0,Argenti,,,,,,,-0.011,,0,0.132,0.034,0,0,0.129,0.078,0.062,0.051,0.261,0.112,0.062,0.051,,,22.11,2.859,13571.4,4.505,4177,11.76,45.9,PR,List PR,FPTP,0.628,0.84,257,10.7,AR,Argenti,,5.836200704,3.58592E+11,20.280578,-4.264858985,64.46804452,10423.37888,18.13434587,1.411953029,13.18690437,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,10423.37888,5.836200704,3.58592E+11,20.280578,,-4.264858985,64.46804452,18.13434587,1.411953029,13.18690437
4,ARG,1995,1,1,Argenti,0.557,0.368,1.658,1.349,0.564,0.48,-0.011,3.668,1,0.278,0.196,0.196,0.196,0.213,0.157,0.148,0.148,0.491,0.353,0.344,0.344,20.53,12.97,33.5,2.864,13086,-4.032,3376,18.8,48.9,PR,List PR,TRS,0.63,0.837,257,10.7,AR,Argenti,,-2.845209611,3.48389E+11,19.96060756,-1.983460274,63.97960595,10003.09169,19.77142309,2.17392759,13.34945568,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,10003.09169,-2.845209611,3.48389E+11,19.96060756,,-1.983460274,63.97960595,19.77142309,2.17392759,13.34945568
5,ARG,1996,1,0,Argenti,0.557,0.368,1.658,1.349,0.564,0.48,-0.011,3.548,0,0.278,0.196,0.196,0.196,0.213,0.157,0.148,0.148,0.491,0.353,0.344,0.344,20.53,12.97,33.5,2.864,13715.2,4.275,0.16,17.11,49.5,PR,List PR,TRS,0.619,0.831,257,10.7,AR,Argenti,,5.526689827,3.67644E+11,20.18700183,-2.487593011,63.57040223,10430.68249,21.50646841,2.553203406,12.50167766,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,10430.68249,5.526689827,3.67644E+11,20.18700183,,-2.487593011,63.57040223,21.50646841,2.553203406,12.50167766
6,ARG,1997,1,1,Argenti,0.769,1.395,1.708,3.099,0.693,1.122,-0.011,3.787,1,0.397,0.265,0.25,0.25,0.319,0.188,0.188,0.112,0.716,0.453,0.438,0.362,20.53,12.97,33.5,2.489,14722.7,6.865,0.53,14.82,49.1,PR,List PR,TRS,0.619,0.831,257,10.7,AR,Argenti,,8.111046771,3.97464E+11,21.93345876,-4.144680066,63.15465761,11146.72103,23.33617884,3.127877939,12.06201425,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,11146.72103,8.111046771,3.97464E+11,21.93345876,,-4.144680066,63.15465761,23.33617884,3.127877939,12.06201425
7,ARG,1998,1,0,Argenti,0.769,1.395,1.708,3.099,0.693,1.122,-0.011,4.706,0,0.397,0.265,0.25,0.25,0.319,0.188,0.188,0.112,0.716,0.453,0.438,0.362,20.53,12.97,33.5,2.489,15186,2.681,0.93,12.65,50.7,PR,List PR,TRS,0.625,0.83,257,10.7,AR,Argenti,,3.850178852,4.12767E+11,24.15329877,-4.844316045,62.73488201,11445.56494,23.35002797,2.438768962,12.494775,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,11445.56494,3.850178852,4.12767E+11,24.15329877,,-4.844316045,62.73488201,23.35002797,2.438768962,12.494775
8,ARG,1999,1,0,Argenti,,,,,,,-0.011,4.706,1,0.329,0.208,0.208,0.182,0.139,0.105,0.091,0.034,0.468,0.313,0.299,0.217,56.05,5.85,61.9,2.564,14577.8,-4.455,-1167,14.05,49.8,PR,List PR,TRS,0.624,0.83,257,10.7,AR,Argenti,,-3.385457041,3.98793E+11,24.89334375,-4.212295062,62.28345388,10935.64459,21.38274496,8.460582171,13.72321141,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,10935.64459,-3.385457041,3.98793E+11,24.89334375,,-4.212295062,62.28345388,21.38274496,8.460582171,13.72321141
9,ARG,2000,1,0,Argenti,,,,,,,-0.011,3.651,0,0.329,0.208,0.208,0.182,0.139,0.105,0.091,0.034,0.468,0.313,0.299,0.217,56.05,5.85,61.9,2.564,14368.9,-1.875,-0.94,15,51.1,PR,List PR,TRS,0.657,0.84,257,10.7,AR,Argenti,,-0.788998939,3.95646E+11,23.89473362,-3.159922377,61.78829553,10730.60822,22.62244478,3.665790595,13.78419131,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,10730.60822,-0.788998939,3.95646E+11,23.89473362,,-3.159922377,61.78829553,22.62244478,3.665790595,13.78419131
10,ARG,2001,1,0,Argenti,,,,,,,-0.011,3.753,1,0.373,0.185,0.124,0.1,0.339,0.287,0.257,0.257,0.712,0.471,0.382,0.356,56.05,5.85,61.9,2.824,13652,-5.447,-1065,17.32,53.3,PR,List PR,TRS,0.669,0.839,257,10.7,AR,Argenti,,-4.408839683,3.78203E+11,20.83357465,-1.406947885,61.23716927,10146.10682,21.85225545,0.806164135,14.15627431,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,10146.10682,-4.408839683,3.78203E+11,20.83357465,,-1.406947885,61.23716927,21.85225545,0.806164135,14.15627431
11,ARG,2002,1,0,Argenti,,,,,,,-0.011,4.208,0,0.373,0.185,0.124,0.1,0.339,0.287,0.257,0.257,0.712,0.471,0.382,0.356,56.05,5.85,61.9,2.824,12094.8,-11.855,25869,19.59,53.8,PR,List PR,TRS,0.663,0.835,257,10.7,AR,Argenti,,-10.89448483,3.36999E+11,15.3318584,8.970784678,60.73698596,8943.308002,41.75272436,2.198958195,12.2352473,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,8943.308002,-10.89448483,3.36999E+11,15.3318584,,8.970784678,60.73698596,41.75272436,2.198958195,12.2352473
12,ARG,2003,1,1,Argenti,0.214,0.851,0.474,1.892,0.302,0.863,0.384,3.629,1,0.446,0.196,0.052,0.052,0.126,0.043,0.041,0.041,0.572,0.24,0.093,0.093,28.9,5.95,34.85,3.497,13088.6,7.677,13443,15.36,50.9,PR,List PR,TRS,0.648,0.813,257,10.7,AR,Argenti,,8.837040796,3.6678E+11,10.76270592,6.379906802,60.25089063,9629.844086,40.64474803,1.294810869,11.43805679,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,9629.844086,8.837040796,3.6678E+11,10.76270592,,6.379906802,60.25089063,40.64474803,1.294810869,11.43805679
13,ARG,2004,1,0,Argenti,0.214,0.851,0.474,1.892,0.302,0.863,0.384,3.631,0,0.446,0.196,0.052,0.052,0.126,0.043,0.041,0.041,0.572,0.24,0.093,0.093,28.9,5.95,34.85,3.497,14183.2,7.885,4416,13.52,48.4,PR,List PR,TRS,0.649,0.812,257,10.7,AR,Argenti,,9.029573301,3.99899E+11,9.682518196,1.950583243,59.7309669,10389.15127,40.69264611,2.505017516,11.11463607,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,10389.15127,9.029573301,3.99899E+11,9.682518196,,1.950583243,59.7309669,40.69264611,2.505017516,11.11463607
14,ARG,2005,1,0,Argenti,,,,,,,0.796,4.023,1,0.342,0.127,0.032,0,0.31,0.263,0.255,0.24,0.653,0.39,0.287,0.24,28.9,5.95,34.85,2.747,15344.2,7.729,9642,11.51,47.7,PR,List PR,TRS,0.641,0.808,257,10.7,AR,Argenti,,8.85165992,4.35297E+11,10.65349292,2.653631422,59.1631553,11192.17958,40.55127097,2.649354415,12.14186124,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,11192.17958,8.85165992,4.35297E+11,10.65349292,,2.653631422,59.1631553,40.55127097,2.649354415,12.14186124
15,ARG,2006,1,0,Argenti,,,,,,,0.796,3.403,0,0.342,0.127,0.032,0,0.31,0.263,0.255,0.24,0.653,0.39,0.287,0.24,28.9,5.95,34.85,2.747,16490.5,6.956,10898,10.08,46.3,PR,List PR,TRS,0.624,0.788,257,10.7,AR,Argenti,,8.0471515,4.70326E+11,11.91026166,2.794495643,58.74958429,11970.65539,40.43347987,2.381068545,12.42941537,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,11970.65539,8.0471515,4.70326E+11,11.91026166,,2.794495643,58.74958429,40.43347987,2.381068545,12.42941537
16,ARG,2007,1,1,Argenti,0.16,0.405,0.889,1.414,0.194,0.407,0.796,3.479,1,0.325,0.116,0.049,0.049,0.156,0.087,0.041,0.009,0.481,0.203,0.09,0.058,22.91,26.54,49.45,2.918,17891.9,7.924,8.83,8.47,46.2,PR,List PR,TRS,0.621,0.79,257,10.7,AR,Argenti,,9.007650875,5.12691E+11,13.09854135,2.103616039,58.22838117,12919.23536,40.94517062,2.251294236,12.9893239,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,12919.23536,9.007650875,5.12691E+11,13.09854135,,2.103616039,58.22838117,40.94517062,2.251294236,12.9893239
17,ARG,2008,1,0,Argenti,0.16,0.405,0.889,1.414,0.194,0.407,0.796,3.596,0,0.325,0.116,0.049,0.049,0.156,0.087,0.041,0.009,0.481,0.203,0.09,0.058,22.91,26.54,49.45,2.918,18520.3,3.029,8585,7.84,44.9,PR,List PR,TRS,0.606,0.784,257,10.7,AR,Argenti,,4.057233103,5.33492E+11,12.31394671,1.499401416,57.66954867,13310.62368,40.40267338,2.689900965,13.63351326,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,13310.62368,4.057233103,5.33492E+11,12.31394671,,1.499401416,57.66954867,40.40267338,2.689900965,13.63351326
18,ARG,2009,1,1,Argenti,0.216,0.665,1.032,1.813,0.29,0.666,0.796,4.032,1,0.572,0.364,0.288,0.288,0.219,0.164,0.132,0.132,0.791,0.529,0.419,0.419,22.91,26.54,49.45,3.072,17329,-6.854,6.27,8.65,43.7,PR,List PR,TRS,0.602,0.779,257,10.7,AR,Argenti,,-5.918525076,5.01917E+11,12.41620754,2.178566962,57.17997682,12398.28358,34.05712691,1.206439226,15.90389675,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,12398.28358,-5.918525076,5.01917E+11,12.41620754,,2.178566962,57.17997682,34.05712691,1.206439226,15.90389675
19,ARG,2010,1,0,Argenti,0.216,0.665,1.032,1.813,0.29,0.666,0.796,3.661,0,0.572,0.364,0.288,0.288,0.219,0.164,0.132,0.132,0.791,0.529,0.419,0.419,22.91,26.54,49.45,3.63,18980,9.3,10649,7.71,43.6,PR,List PR,TRS,0.599,0.773,257,10.7,AR,Argenti,,10.12539816,5.52738E+11,12.69010625,-0.3831187,56.81596915,13551.33919,34.97101326,2.675161719,15.16371789,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,13551.33919,10.12539816,5.52738E+11,12.69010625,,-0.3831187,56.81596915,34.97101326,2.675161719,15.16371789
20,ARG,2011,1,1,Argenti,0.438,0.364,1.471,1.341,0.402,0.21,0.796,3.766,1,0.859,0.739,0.62,0.592,0.049,0.018,0.009,0,0.908,0.757,0.629,0.592,20.88,7.46,28.34,3.042,20003,4.789,,7.18,42.6,PR,List PR,TRS,0.594,0.774,257,10.7,AR,Argenti,,6.003951693,5.85924E+11,14.00871512,-1.007271039,56.54174813,14200.26989,35.206155,2.04464008,15.68895652,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,14200.26989,6.003951693,5.85924E+11,14.00871512,,-1.007271039,56.54174813,35.206155,2.04464008,15.68895652
21,ARG,2012,1,0,Argenti,0.438,0.364,1.471,1.341,0.402,0.21,0.796,3.766,0,0.859,0.739,0.62,0.592,0.049,0.018,0.009,0,0.908,0.757,0.629,0.592,20.88,7.46,28.34,3.041,19599,-2.145,,7.22,41.3,PR,List PR,TRS,0.591,0.773,257,10.7,AR,Argenti,,-1.026420454,5.7991E+11,15.21281502,-0.391595124,56.37918796,13895.63371,30.52654237,2.8066719,16.64543781,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,13895.63371,-1.026420454,5.7991E+11,15.21281502,,-0.391595124,56.37918796,30.52654237,2.8066719,16.64543781
22,ARG,2013,1,1,Argenti,,,,,,,1.321,3.478,1,0.349,0.258,0.196,0.164,0.225,0.111,0.102,0.097,0.573,0.369,0.297,0.261,20.88,7.46,28.34,4.603,19873,1.266,,7.1,40.9,PR,List PR,TRS,0.59,0.779,257,10.7,AR,Argenti,,2.405323781,5.93859E+11,15.72909201,-2.377495666,56.2922668,14071.50868,29.333929,1.779205536,16.8062378,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,14071.50868,2.405323781,5.93859E+11,15.72909201,,-2.377495666,56.2922668,29.333929,1.779205536,16.8062378
23,ARG,2014,1,0,Argenti,,,,,,,1.321,3.478,0,0.349,0.258,0.196,0.164,0.225,0.111,0.102,0.097,0.573,0.369,0.297,0.261,20.88,7.46,28.34,4.603,19183,-3.579,,7.27,41.6,PR,List PR,TRS,0.607,0.791,257,10.7,AR,Argenti,,-2.512615321,5.78938E+11,13.82376925,-1.74400212,56.21224041,13567.94842,28.40679365,0.96240665,16.94987574,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,13567.94842,-2.512615321,5.78938E+11,13.82376925,,-1.74400212,56.21224041,28.40679365,0.96240665,16.94987574
24,ARG,2015,1,1,Argenti,,,,,,,1.321,4.152,1,0.479,0.383,0.348,0.317,0.117,0.036,0.035,0.035,0.596,0.42,0.383,0.352,27.19,20.02,47.21,4.624,19502,1.63,,,,PR,List PR,TRS,0.6,0.775,257,10.7,AR,Argenti,,2.731159828,5.94749E+11,14.41423304,-2.962926665,56.10360435,13789.06042,22.48622609,1.977134618,18.09837976,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,13789.06042,2.731159828,5.94749E+11,14.41423304,,-2.962926665,56.10360435,22.48622609,1.977134618,18.09837976
25,ARG,2016,1,0,Argenti,,,,,,,1.321,4.179,0,0.479,0.383,0.348,0.317,0.117,0.036,0.035,0.035,0.596,0.42,0.383,0.352,27.19,20.02,47.21,4.624,18875,-3.11,,,42,PR,List PR,TRS,0.622,0.75,257,10.7,AR,Argenti,,-2.080327844,5.82377E+11,13.66763343,-2.709226273,56.10227058,13360.21183,26.09388785,0.584749932,17.65457819,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,13360.21183,-2.080327844,5.82377E+11,13.66763343,,-2.709226273,56.10227058,26.09388785,0.584749932,17.65457819
26,ARG,2017,1,0,Argenti,,,,,,,1.321,4.374,0,,,,,,,,,,,,,27.19,20.02,47.21,,19200.9,1.758,,8.35,41.1,PR,List PR,TRS,0.609,0.749,257,10.7,AR,Argenti,,2.818502978,5.98791E+11,15.95849734,-4.839957173,56.04635544,13595.03736,25.28960114,1.789364285,17.69689392,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,13595.03736,2.818502978,5.98791E+11,15.95849734,,-4.839957173,56.04635544,25.28960114,1.789364285,17.69689392
27,ARG,2018,1,1,Argenti,,,,,,,1.321,4.596,1,,,,,,,,,,,,,27.19,20.02,47.21,,18556.4,-3.55,,9.22,41.3,PR,List PR,TRS,0.625,0.779,257,10.7,AR,Argenti,,-2.617396463,5.83118E+11,,-5.160554041,55.95447291,13105.39716,30.76253595,2.232532213,15.80509716,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,13105.39716,-2.617396463,5.83118E+11,,,-5.160554041,55.95447291,30.76253595,2.232532213,15.80509716
28,ARG,2019,1,0,Argenti,,,,,,,1.321,,0,,,,,,,,,,,,,,,,,,-3.056,,9.84,42.9,PR,List PR,TRS,0.605,0.777,257,10.7,AR,Argenti,,-2.025934237,5.71305E+11,,-0.819312836,55.85703345,12712.97074,32.21444719,1.471464438,15.20948876,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,12712.97074,-2.025934237,5.71305E+11,,,-0.819312836,55.85703345,32.21444719,1.471464438,15.20948876
29,BOL,1992,2,0,Bolivia,,,,,,,0.108,,0,0.171,0.126,0.113,0.061,0.163,0.157,0.156,0.156,0.334,0.284,0.27,0.218,15.93,14.83,30.76,3.917,3592.1,-0.475,12.06,5.52,49.1,PR,List PR,Other,0.48,0.718,130,,BO,Bolivia,,1.646498183,12812599040,,-9.459781877,79.34561259,1789.239987,49.11085788,1.649570505,12.87050163,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,1789.239987,1.646498183,12812599040,,,-9.459781877,79.34561259,49.11085788,1.649570505,12.87050163
30,BOL,1993,2,1,Bolivia,0.585,0.682,1.7,1.836,0.454,0.656,0.108,,1,0.813,0.756,0.742,0.715,0.049,0.01,0.01,0.01,0.862,0.767,0.752,0.726,53.71,5.98,59.69,3.714,3670.3,2.103,8.53,5.99,,PR,List PR,Other,0.49,0.732,130,,BO,Bolivia,,4.269296117,13359606833,,-8.814795193,78.84131161,1826.865592,47.46712569,2.158796528,13.37043667,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,1826.865592,4.269296117,13359606833,,,-8.814795193,78.84131161,47.46712569,2.158796528,13.37043667
31,BOL,1994,2,0,Bolivia,0.585,0.682,1.7,1.836,0.454,0.656,0.278,,0,0.813,0.756,0.742,0.715,0.049,0.01,0.01,0.01,0.862,0.767,0.752,0.726,53.71,,,3.714,3765.2,2.509,7.87,3.08,,PR,List PR,Other,0.497,0.742,130,,BO,Bolivia,59.17172417,4.667265103,13983135101,,-1.508047272,78.27547635,1872.709873,48.8608505,2.176804377,13.5679064,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,1872.709873,4.667265103,13983135101,,59.17172417,-1.508047272,78.27547635,48.8608505,2.176804377,13.5679064
32,BOL,1995,2,0,Bolivia,0.585,0.682,1.7,1.836,0.454,0.656,0.278,,0,0.813,0.756,0.742,0.715,0.049,0.01,0.01,0.01,0.862,0.767,0.752,0.726,53.71,,,3.714,3865.4,2.542,10.19,3.69,,PR,List PR,Other,0.502,0.749,130,,BO,Bolivia,57.41137939,4.678276597,14637304838,,-4.504692,77.68850486,1920.317955,49.7379871,5.84790925,13.57262015,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,1920.317955,4.678276597,14637304838,,57.41137939,-4.504692,77.68850486,49.7379871,5.84790925,13.57262015
33,BOL,1996,2,0,Bolivia,0.585,0.682,1.7,1.836,0.454,0.656,0.278,4.46,0,0.813,0.756,0.742,0.715,0.049,0.01,0.01,0.01,0.862,0.767,0.752,0.726,53.71,,,3.714,3959.5,2.256,12.43,5.23,,PR,List PR,Other,0.502,0.749,130,,BO,Bolivia,47.88280662,4.361341952,15275687755,,-5.133050068,77.3847381,1963.640763,49.85629137,6.409384069,13.32726662,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,1963.640763,4.361341952,15275687755,,47.88280662,-5.133050068,77.3847381,49.85629137,6.409384069,13.32726662
34,BOL,1997,2,1,Bolivia,0.992,1.05,2.214,2.277,0.907,0.951,0.091,4.071,1,0.508,0.459,0.459,0.459,0.125,0.124,0.099,0.099,0.633,0.583,0.558,0.558,34.55,12.42,46.97,5.362,4079.5,2.863,4.71,2.08,58.2,Mixed,MMP,Other,0.529,0.754,130,3.8,BO,Bolivia,46.53650541,4.954208743,16032477213,,-6.983633659,77.01881819,2019.851609,50.46966281,9.218144086,13.903529,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,2019.851609,4.954208743,16032477213,,46.53650541,-6.983633659,77.01881819,50.46966281,9.218144086,13.903529
35,BOL,1998,2,0,Bolivia,0.992,1.05,2.214,2.277,0.907,0.951,0.091,4.588,0,0.508,0.459,0.459,0.459,0.125,0.124,0.099,0.099,0.633,0.583,0.558,0.558,34.55,12.42,46.97,5.362,4205.7,2.963,7.67,,,Mixed,MMP,Other,0.53,0.756,130,3.8,BO,Bolivia,47.07519259,5.029354755,16838807368,,-7.838734098,76.57906295,2079.696729,52.28116296,11.17146116,14.21887081,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,2079.696729,5.029354755,16838807368,,47.07519259,-7.838734098,76.57906295,52.28116296,11.17146116,14.21887081
36,BOL,1999,2,0,Bolivia,0.992,1.05,2.214,2.277,0.907,0.951,0.091,4.588,0,0.508,0.459,0.459,0.459,0.125,0.124,0.099,0.099,0.633,0.583,0.558,0.558,34.55,12.42,46.97,5.362,4146.5,-1.523,2.16,3.93,58.1,Mixed,MMP,Other,0.536,0.761,130,3.8,BO,Bolivia,56.25758298,0.426885423,16910689782,,-5.890109029,76.03695105,2048.026476,44.16825649,12.19662945,14.79789254,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,2048.026476,0.426885423,16910689782,,56.25758298,-5.890109029,76.03695105,44.16825649,12.19662945,14.79789254
37,BOL,2000,2,0,Bolivia,0.992,1.05,2.214,2.277,0.907,0.951,0.091,3.781,0,0.508,0.459,0.459,0.459,0.125,0.124,0.099,0.099,0.633,0.583,0.558,0.558,34.55,12.42,46.97,5.362,4173.6,0.545,4.61,4.47,61.6,Mixed,MMP,Other,0.54,0.761,130,3.8,BO,Bolivia,60.10919774,2.507810809,17334777888,,-5.31501016,75.39043334,2059.185306,45.59777502,8.768250417,14.53929951,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,2059.185306,2.507810809,17334777888,,60.10919774,-5.31501016,75.39043334,45.59777502,8.768250417,14.53929951
38,BOL,2001,2,0,Bolivia,0.992,1.05,2.214,2.277,0.907,0.951,0.091,4.046,0,0.508,0.459,0.459,0.459,0.125,0.124,0.099,0.099,0.633,0.583,0.558,0.558,34.55,12.42,46.97,5.362,4166.5,-0.236,1.59,5.24,57.4,Mixed,MMP,Other,0.54,0.76,130,3.8,BO,Bolivia,68.33985276,1.683799127,17626660727,,-3.365599155,74.88610814,2054.330941,45.22782243,8.668583389,15.72413022,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,2054.330941,1.683799127,17626660727,,68.33985276,-3.365599155,74.88610814,45.22782243,8.668583389,15.72413022
39,BOL,2002,2,1,Bolivia,1.585,1.651,2.798,2.855,0.995,1.014,0.291,4.997,1,0.913,0.893,0.828,0.77,0.084,0,0,0,0.997,0.893,0.828,0.77,39.12,17.09,56.21,4.965,4193.8,0.58,0.93,5.48,59.3,Mixed,MMP,Other,0.53,0.747,130,1.69,BO,Bolivia,,2.485565738,18064782967,,-4.451755641,74.29444499,2066.241651,49.35026037,8.557893506,15.96789024,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,2066.241651,2.485565738,18064782967,,,-4.451755641,74.29444499,49.35026037,8.557893506,15.96789024
40,BOL,2003,2,0,Bolivia,1.585,1.651,2.798,2.855,0.995,1.014,0.902,4.647,0,0.913,0.893,0.828,0.77,0.084,0,0,0,0.997,0.893,0.828,0.77,39.12,17.09,56.21,4.965,4230.4,0.831,3.34,,,Mixed,MMP,Other,0.533,0.739,130,1.69,BO,Bolivia,,2.711339837,18554580624,,0.935306549,73.64063889,2083.421922,51.96783644,2.44235449,16.52114142,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,2083.421922,2.711339837,18554580624,,,0.935306549,73.64063889,51.96783644,2.44235449,16.52114142
41,BOL,2004,2,0,Bolivia,1.585,1.651,2.798,2.855,0.995,1.014,0.902,3.387,0,0.913,0.893,0.828,0.77,0.084,0,0,0,0.997,0.893,0.828,0.77,39.12,17.09,56.21,4.965,4330.6,2.298,4.44,4.17,55,Mixed,MMP,Other,0.551,0.767,130,1.69,BO,Bolivia,,4.173295589,19328918118,,3.846826322,72.94731187,2131.307128,57.46426609,0.745772609,16.2585362,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,2131.307128,4.173295589,19328918118,,,3.846826322,72.94731187,57.46426609,0.745772609,16.2585362
42,BOL,2005,2,0,Bolivia,1.585,1.651,2.798,2.855,0.995,1.014,0.779,4.447,1,0.453,0.442,0.412,0.384,0.308,0.206,0.188,0.188,0.76,0.649,0.6,0.572,43.39,26.36,69.75,4.965,4445.4,2.575,5.39,5.45,58.5,Mixed,MMP,Other,0.544,0.764,130,1.69,BO,Bolivia,,4.421433127,20183533307,45.02546277,6.518317048,72.22327931,2186.186662,67.64194136,-2.498880018,15.9745575,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,2186.186662,4.421433127,20183533307,45.02546277,,6.518317048,72.22327931,67.64194136,-2.498880018,15.9745575
43,BOL,2006,2,1,Bolivia,3.851,3.902,4.361,4.39,1.845,1.87,0.779,3.8,0,0.453,0.442,0.412,0.384,0.308,0.206,0.188,0.188,0.76,0.649,0.6,0.572,43.39,26.36,69.75,2.365,4581.9,2.977,4.28,5.08,56.7,Mixed,MMP,Other,0.473,0.74,130,1.69,BO,Bolivia,,4.797008824,21151739181,37.80009297,11.50443035,71.56335041,2251.274972,74.53784843,2.451682359,14.35423266,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD,2251.274972,4.797008824,21151739181,37.80009297,,11.50443035,71.56335041,74.53784843,2.451682359,14.35423266
