,iso3c,year,Code_Country,Ref_Y,Country,TyH_Vote,TyH_Seats,Dalton_Vote,Dalton_Seats,Knutsen_Vote,Knutsen_Seats,VDEM_pol,Dalton_OP,election,party_replacement_v,Volat_A_Cohen_2pct,Volat_A_Cohen_5pct,Volat_A_Cohen_7pct,stable_party_v,Volat_B_Cohen_2pct,Volat_B_Cohen_5pct,Volat_B_Cohen_7pct,volatility,Evolat_Cohen_2pct,Evolat_Cohen_5pct,Evolat_Cohen_7pct,Volat_A_Schmidt,Volat_B_Schmidt,Evolat_Schmidt,Enph_Schmidt,gdppc,gdp_growth,inflation,unemployment,gini,PR_system,IDEA_ES_Legislature,IDEA_ES_President,Lib_Dem_Index,Elect_Dem_Index,Legislative.size,Dist_Mag_mean,iso2c,country,GC.DOD.TOTL.GD.ZS,NY.GDP.MKTP.KD.ZG,NY.GDP.MKTP.KD,FS.AST.PRVT.GD.ZS,BN.CAB.XOKA.GD.ZS,SP.POP.DPND,NY.GDP.PCAP.KD,NE.TRD.GNFS.ZS,BX.KLT.DINV.WD.GD.ZS,NE.CON.GOVT.ZS,region,capital,longitude,latitude,income,lending,gdppc_wb,gdpgrowth_wb,gdpconstant_wb,domesticcredit,debt,currentacc,pop,trade,fdi,spending
126,COL,2005,5,0,Colombia,0.083,0.711,0.639,1.874,0.166,0.67,0.654,4.68,0,0.416,0.29,0.236,0.236,0.167,0.105,0.093,0.093,0.582,0.394,0.329,0.329,49.72,11.99,61.71,6.592,9524.7,3.423,5.05,11.06,53.9,PR,List PR,TRS,0.427,0.541,166,5,CO,Colombia,,4.828761108,1.87774E+11,22.75271861,-1.337559632,56.63456705,4402.899082,37.42269749,7.028893104,13.95617207,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,4402.899082,4.828761108,1.87774E+11,22.75271861,,-1.337559632,56.63456705,37.42269749,7.028893104,13.95617207
127,COL,2006,5,1,Colombia,1.419,1.444,2.647,2.67,0.884,0.939,0.654,4.75,1,0.345,0.199,0.175,0.175,0.188,0.158,0.116,0.116,0.533,0.357,0.292,0.292,17.82,14.45,32.27,7.637,10039.7,5.35,4.29,11.29,,PR,List PR,TRS,0.435,0.555,166,5,CO,Colombia,,6.716868698,2.00386E+11,27.3293272,-1.850660846,55.6641134,4638.471905,39.64135596,4.176886877,13.8806197,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,4638.471905,6.716868698,2.00386E+11,27.3293272,,-1.850660846,55.6641134,39.64135596,4.176886877,13.8806197
128,COL,2007,5,0,Colombia,1.419,1.444,2.647,2.67,0.884,0.939,0.654,4.585,0,0.345,0.199,0.175,0.175,0.188,0.158,0.116,0.116,0.533,0.357,0.292,0.292,17.82,14.45,32.27,7.637,10602.3,5.429,5.55,10.25,,PR,List PR,TRS,0.44,0.562,166,5,CO,Colombia,,6.738194691,2.13889E+11,30.56656822,-2.98261668,54.52618601,4890.277607,37.0988971,4.30967391,13.73002945,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,4890.277607,6.738194691,2.13889E+11,30.56656822,,-2.98261668,54.52618601,37.0988971,4.30967391,13.73002945
129,COL,2008,5,0,Colombia,1.419,1.444,2.647,2.67,0.884,0.939,0.654,4.585,0,0.345,0.199,0.175,0.175,0.188,0.158,0.116,0.116,0.533,0.357,0.292,0.292,17.82,14.45,32.27,7.637,10846.7,2.076,7,10.49,55.3,PR,List PR,TRS,0.448,0.568,166,5,CO,Colombia,65.24508031,3.283446186,2.20911E+11,31.34288213,-2.682750129,53.31535351,4991.789212,39.16764942,4.361983896,13.14394591,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,4991.789212,3.283446186,2.20911E+11,31.34288213,65.24508031,-2.682750129,53.31535351,39.16764942,4.361983896,13.14394591
130,COL,2009,5,0,Colombia,1.419,1.444,2.647,2.67,0.884,0.939,1.279,4.27,0,0.345,0.199,0.175,0.175,0.188,0.158,0.116,0.116,0.533,0.357,0.292,0.292,17.82,14.45,32.27,7.637,10894.1,0.021,4.2,11.29,54.3,PR,List PR,TRS,0.448,0.57,166,5,CO,Colombia,68.99900334,1.139648645,2.23429E+11,30.05884981,-1.907507188,52.17625383,4992.823174,35.15612851,3.457324012,13.80414455,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,4992.823174,1.139648645,2.23429E+11,30.05884981,68.99900334,-1.907507188,52.17625383,35.15612851,3.457324012,13.80414455
131,COL,2010,5,1,Colombia,1.339,0.833,2.571,2.028,0.683,0.554,1.082,4.46,1,0.184,0.11,0.038,0.038,0.128,0.108,0.104,0.093,0.313,0.218,0.141,0.13,42.15,28.49,70.64,4.982,11191.7,3.403,2.27,10.98,54.6,PR,List PR,TRS,0.489,0.616,165,5,CO,Colombia,72.45266993,4.494658971,2.33471E+11,32.35295864,-2.995155863,51.18287185,5162.705636,34.26460317,2.243830241,13.76024703,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,5162.705636,4.494658971,2.33471E+11,32.35295864,72.45266993,-2.995155863,51.18287185,34.26460317,2.243830241,13.76024703
132,COL,2011,5,0,Colombia,1.339,0.833,2.571,2.028,0.683,0.554,0.645,4.726,0,0.184,0.11,0.038,0.038,0.128,0.108,0.104,0.093,0.313,0.218,0.141,0.13,42.15,28.49,70.64,4.982,11788,5.917,3.42,10.11,53.5,PR,List PR,TRS,0.529,0.654,165,5,CO,Colombia,62.86013282,6.947891982,2.49693E+11,34.95997389,-2.906307634,50.18449941,5468.19554,39.47042355,4.372986003,13.34926166,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,5468.19554,6.947891982,2.49693E+11,34.95997389,62.86013282,-2.906307634,50.18449941,39.47042355,4.372986003,13.34926166
133,COL,2012,5,0,Colombia,1.339,0.833,2.571,2.028,0.683,0.554,0.645,4.726,0,0.184,0.11,0.038,0.038,0.128,0.108,0.104,0.093,0.313,0.218,0.141,0.13,42.15,28.49,70.64,4.982,12123,2.981,3.17,9.74,52.6,PR,List PR,TRS,0.53,0.654,165,5,CO,Colombia,65.22769588,3.912635767,2.59462E+11,37.74485153,-3.138131535,49.36527155,5631.21737,38.83515102,4.054762643,13.47547738,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,5631.21737,3.912635767,2.59462E+11,37.74485153,65.22769588,-3.138131535,49.36527155,38.83515102,4.054762643,13.47547738
134,COL,2013,5,0,Colombia,1.339,0.833,2.571,2.028,0.683,0.554,0.645,4.064,0,0.184,0.11,0.038,0.038,0.128,0.108,0.104,0.093,0.313,0.218,0.141,0.13,42.15,28.49,70.64,4.982,12568,4.185,2.02,9.05,52.6,PR,List PR,TRS,0.528,0.658,165,5,CO,Colombia,67.10291195,5.13399352,2.72783E+11,39.48369169,-3.235960716,48.68367969,5866.873788,37.9866488,4.242275553,14.09732346,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,5866.873788,5.13399352,2.72783E+11,39.48369169,67.10291195,-3.235960716,48.68367969,37.9866488,4.242275553,14.09732346
135,COL,2014,5,1,Colombia,0.52,0.645,1.603,1.785,0.515,0.651,0.89,4.064,1,0.355,0.315,0.294,0.294,0.063,0.056,0.038,0.038,0.418,0.37,0.331,0.331,45.15,14.33,59.48,6.341,12972,3.448,2.9,8.57,52.6,PR,List PR,TRS,0.535,0.669,166,5,CO,Colombia,79.68305695,4.499030001,2.85056E+11,42.3846057,-5.200187293,48.08112707,6069.186783,37.48746564,4.242505258,14.24375052,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,6069.186783,4.499030001,2.85056E+11,42.3846057,79.68305695,-5.200187293,48.08112707,37.48746564,4.242505258,14.24375052
136,COL,2015,5,0,Colombia,0.52,0.645,1.603,1.785,0.515,0.651,0.89,5.125,0,0.355,0.315,0.294,0.294,0.063,0.056,0.038,0.038,0.418,0.37,0.331,0.331,45.15,14.33,59.48,6.341,13218,1.758,4.99,8.3,51,PR,List PR,TRS,0.535,0.67,166,5,CO,Colombia,66.66781912,2.955901375,2.93482E+11,46.9053936,-6.372535054,47.5456428,6175.87603,38.36076412,3.959541851,14.81162979,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,6175.87603,2.955901375,2.93482E+11,46.9053936,66.66781912,-6.372535054,47.5456428,38.36076412,3.959541851,14.81162979
137,COL,2016,5,0,Colombia,0.52,0.645,1.603,1.785,0.515,0.651,0.89,5.156,0,0.355,0.315,0.294,0.294,0.063,0.056,0.038,0.038,0.418,0.37,0.331,0.331,45.15,14.33,59.48,6.341,13326,0.701,7.51,8.69,50.6,PR,List PR,TRS,0.53,0.666,166,5,CO,Colombia,57.40564934,2.087382502,2.99608E+11,47.05419781,-4.450299295,47.02002382,6219.149691,36.20265298,4.899827539,14.54128472,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,6219.149691,2.087382502,2.99608E+11,47.05419781,57.40564934,-4.450299295,47.02002382,36.20265298,4.899827539,14.54128472
138,COL,2017,5,0,Colombia,0.52,0.645,1.603,1.785,0.515,0.651,0.89,4.994,0,0.355,0.315,0.294,0.294,0.063,0.056,0.038,0.038,0.418,0.37,0.331,0.331,45.15,14.33,59.48,,13358,-0.163,4.31,8.87,49.7,PR,List PR,TRS,0.527,0.66,166,5,CO,Colombia,,1.359360868,3.03681E+11,49.8054214,-3.182069929,46.53302967,6208.98702,35.28291494,4.392944901,14.88064263,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,6208.98702,1.359360868,3.03681E+11,49.8054214,,-3.182069929,46.53302967,35.28291494,4.392944901,14.88064263
139,COL,2018,5,1,Colombia,1.02,1.151,2.245,2.384,0.766,0.801,1.115,5.396,1,,,,,,,,,,,,,45.15,14.33,59.48,,13545.1,0.965,3.24,9.11,50.4,PR,List PR,TRS,0.51,0.649,166,5,CO,Colombia,,2.564324283,3.11468E+11,49.56731775,-4.20138349,46.1047252,6271.875121,36.5347528,3.380835767,15.42148086,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,6271.875121,2.564324283,3.11468E+11,49.56731775,,-4.20138349,46.1047252,36.5347528,3.380835767,15.42148086
140,COL,2019,5,0,Colombia,1.02,1.151,2.245,2.384,0.766,0.801,1.115,5.396,0,,,,,,,,,,,,,,,,,,1.869,3.53,9.96,51.3,PR,List PR,TRS,0.477,0.628,166,5,CO,Colombia,,3.186855392,3.21394E+11,51.55517292,-4.582850676,45.74415694,6384.53577,37.55853398,4.329539104,15.77323342,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD,6384.53577,3.186855392,3.21394E+11,51.55517292,,-4.582850676,45.74415694,37.55853398,4.329539104,15.77323342
141,CRI,1992,6,0,Costa Rica ,,,,,,,-1.141,,0,0.031,0.012,0,0,0.069,0.067,0.054,0.054,0.1,0.079,0.054,0.054,,,,2.212,8038.8,6.391,21.79,3.93,45.7,PR,List PR,TRS,0.845,0.897,166,8.1,CR,Costa Rica,,9.201103732,21046198397,,-4.325059508,66.74040089,6403.784665,76.09623548,2.638940196,12.11002903,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,6403.784665,9.201103732,21046198397,,,-4.325059508,66.74040089,76.09623548,2.638940196,12.11002903
142,CRI,1993,6,0,Costa Rica ,,,,,,,-1.141,,0,0.031,0.012,0,0,0.069,0.067,0.054,0.054,0.1,0.079,0.054,0.054,,,,2.212,8363.5,4.364,9.78,3.95,46,PR,List PR,TRS,0.845,0.897,166,8.1,CR,Costa Rica,,7.09719124,22539887346,,-6.471967603,66.07625832,6683.836169,79.35233683,2.574386339,12.77178124,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,6683.836169,7.09719124,22539887346,,,-6.471967603,66.07625832,79.35233683,2.574386339,12.77178124
143,CRI,1994,6,1,Costa Rica ,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,,1,0.055,0.043,0.027,0,0.053,0.043,0.043,0.043,0.108,0.086,0.07,0.043,1.61,3.09,4.7,2.293,8479.6,1.873,13.54,4.05,46.8,PR,List PR,TRS,0.848,0.898,57,8.1,CR,Costa Rica,,4.519028377,23558471251,,-2.227565496,65.26355321,6811.111868,77.997308,2.837857413,13.29787829,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,6811.111868,4.519028377,23558471251,,,-2.227565496,65.26355321,77.997308,2.837857413,13.29787829
144,CRI,1995,6,0,Costa Rica ,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,,0,0.055,0.043,0.027,0,0.053,0.043,0.043,0.043,0.108,0.086,0.07,0.043,1.61,3.09,4.7,2.293,8576.4,1.575,23.19,5.18,45.7,PR,List PR,TRS,0.848,0.898,57,8.1,CR,Costa Rica,,4.153953043,24537079085,,-3.093138873,64.35974305,6920.579041,79.77437455,2.909679642,12.92668854,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,6920.579041,4.153953043,24537079085,,,-3.093138873,64.35974305,79.77437455,2.909679642,12.92668854
145,CRI,1996,6,0,Costa Rica ,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,4.762,0,0.055,0.043,0.027,0,0.053,0.043,0.043,0.043,0.108,0.086,0.07,0.043,1.61,3.09,4.7,2.293,8446.8,-1.182,17.51,6.16,46.5,PR,List PR,TRS,0.848,0.898,57,8.1,CR,Costa Rica,30.09821118,1.350459539,24868442410,,-2.257753174,63.29790319,6846.35762,84.05716401,3.655886971,13.06292766,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,6846.35762,1.350459539,24868442410,,30.09821118,-2.257753174,63.29790319,84.05716401,3.655886971,13.06292766
146,CRI,1997,6,0,Costa Rica ,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,5.027,0,0.055,0.043,0.027,0,0.053,0.043,0.043,0.043,0.108,0.086,0.07,0.043,1.61,3.09,4.7,2.293,8684,3.107,13.25,5.68,45.6,PR,List PR,TRS,0.843,0.898,57,8.1,CR,Costa Rica,30.17903086,5.476165774,26230279541,,-3.812058323,62.17607429,7053.137427,87.6131981,3.245762233,12.62399505,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,7053.137427,5.476165774,26230279541,,30.17903086,-3.812058323,62.17607429,87.6131981,3.245762233,12.62399505
147,CRI,1998,6,1,Costa Rica ,0.335,0.386,1.285,1.382,0.503,0.58,-1.141,5.797,1,0.073,0.03,0,0,0.073,0.056,0.056,0.054,0.146,0.085,0.056,0.054,3.15,2.91,6.06,2.556,9053.9,4.573,11.66,5.33,45.7,PR,List PR,TRS,0.848,0.897,57,8.1,CR,Costa Rica,40.20510243,7.155308577,28107136983,,-3.805468138,60.95915568,7389.045113,92.03802124,4.490562018,12.730243,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,7389.045113,7.155308577,28107136983,,40.20510243,-3.805468138,60.95915568,92.03802124,4.490562018,12.730243
148,CRI,1999,6,0,Costa Rica ,0.335,0.386,1.285,1.382,0.503,0.58,-1.141,5.797,0,0.073,0.03,0,0,0.073,0.056,0.056,0.054,0.146,0.085,0.056,0.054,3.15,2.91,6.06,2.556,9183.9,1.762,10.05,5.9,47.7,PR,List PR,TRS,0.848,0.897,57,8.1,CR,Costa Rica,40.1048029,4.21481117,29291799732,,-4.675237479,59.5940801,7538.886252,87.53861379,4.345668348,13.28710992,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,7538.886252,4.21481117,29291799732,,40.1048029,-4.675237479,59.5940801,87.53861379,4.345668348,13.28710992
149,CRI,2000,6,0,Costa Rica ,0.335,0.386,1.285,1.382,0.503,0.58,-1.553,4.837,0,0.073,0.03,0,0,0.073,0.056,0.056,0.054,0.146,0.085,0.056,0.054,3.15,2.91,6.06,2.556,9319.8,1.817,10.96,5.08,47.4,PR,List PR,TRS,0.847,0.897,57,8.1,CR,Costa Rica,38.50184887,3.868718088,30425016887,,-4.559558275,58.08103033,7678.491551,86.52492353,4.8184645,13.72782618,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,7678.491551,3.868718088,30425016887,,38.50184887,-4.559558275,58.08103033,86.52492353,4.8184645,13.72782618
150,CRI,2001,6,0,Costa Rica ,0.335,0.386,1.285,1.382,0.503,0.58,-1.553,4.511,0,0.073,0.03,0,0,0.073,0.056,0.056,0.054,0.146,0.085,0.056,0.054,3.15,2.91,6.06,2.556,9451.6,1.651,11.26,5.92,51.5,PR,List PR,TRS,0.847,0.897,57,8.1,CR,Costa Rica,39.33511191,3.491169873,31487205910,,-3.218950015,56.76686894,7805.311928,80.85275872,3.892336175,14.29631238,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,7805.311928,3.491169873,31487205910,,39.33511191,-3.218950015,56.76686894,80.85275872,3.892336175,14.29631238
151,CRI,2002,6,1,Costa Rica ,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,4.94,1,0.147,0.11,0.11,0.11,0.169,0.154,0.126,0.126,0.317,0.264,0.236,0.236,17.11,10.94,28.05,3.68,9591.6,1.608,9.17,6.33,51.8,PR,List PR,TRS,0.853,0.903,57,8.1,CR,Costa Rica,,3.41687639,32563084815,,-5.187795673,55.31877503,7940.43018,80.41394434,4.36202694,14.68906425,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,7940.43018,3.41687639,32563084815,,,-5.187795673,55.31877503,80.41394434,4.36202694,14.68906425
152,CRI,2003,6,0,Costa Rica ,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,5.13,0,0.147,0.11,0.11,0.11,0.169,0.154,0.126,0.126,0.317,0.264,0.236,0.236,17.11,10.94,28.05,3.68,9831.3,2.675,9.45,6.56,49.3,PR,List PR,TRS,0.853,0.904,57,8.1,CR,Costa Rica,,4.317179866,33968891756,,-5.209033486,53.81299179,8157.651153,83.32770754,4.483539703,14.49746544,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,8157.651153,4.317179866,33968891756,,,-5.209033486,53.81299179,83.32770754,4.483539703,14.49746544
153,CRI,2004,6,0,Costa Rica ,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,5.108,0,0.147,0.11,0.11,0.11,0.169,0.154,0.126,0.126,0.317,0.264,0.236,0.236,17.11,10.94,28.05,3.68,10086.8,2.828,12.31,6.39,48.3,PR,List PR,TRS,0.85,0.9,57,8.1,CR,Costa Rica,,4.424599597,35471879204,,-3.627182749,52.36301808,8395.40107,85.2564772,5.823126533,13.9764073,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,8395.40107,4.424599597,35471879204,,,-3.627182749,52.36301808,85.2564772,5.823126533,13.9764073
154,CRI,2005,6,0,Costa Rica ,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,4.776,0,0.147,0.11,0.11,0.11,0.169,0.154,0.126,0.126,0.317,0.264,0.236,0.236,17.11,10.94,28.05,3.68,10308.4,2.408,13.8,6.57,47.5,PR,List PR,TRS,0.847,0.9,57,8.1,CR,Costa Rica,,3.976666368,36882477494,35.86021913,-4.291514394,51.03475717,8606.333699,89.22266389,7.628435395,13.51288119,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,8606.333699,3.976666368,36882477494,35.86021913,,-4.291514394,51.03475717,89.22266389,7.628435395,13.51288119
155,CRI,2006,6,1,Costa Rica ,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.754,1,0.089,0.025,0,0,0.185,0.175,0.174,0.174,0.275,0.199,0.174,0.174,26.84,11.74,38.58,3.195,10880.5,5.759,11.47,5.74,49.4,PR,List PR,TRS,0.855,0.907,57,8.1,CR,Costa Rica,,7.326695432,39584744288,37.86298409,-4.132484591,49.80274149,9109.530305,89.81455461,7.928504331,13.16504106,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,9109.530305,7.326695432,39584744288,37.86298409,,-4.132484591,49.80274149,89.81455461,7.928504331,13.16504106
156,CRI,2007,6,0,Costa Rica ,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.43,0,0.089,0.025,0,0,0.185,0.175,0.174,0.174,0.275,0.199,0.174,0.174,26.84,11.74,38.58,3.195,11584.7,6.714,9.36,4.49,49.3,PR,List PR,TRS,0.859,0.909,57,8.1,CR,Costa Rica,,8.215131984,42836683277,43.77237764,-5.574951156,48.72981383,9725.38492,86.45659584,8.337426092,12.80526867,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,9725.38492,8.215131984,42836683277,43.77237764,,-5.574951156,48.72981383,86.45659584,8.337426092,12.80526867
157,CRI,2008,6,0,Costa Rica ,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.411,0,0.089,0.025,0,0,0.185,0.175,0.174,0.174,0.275,0.199,0.174,0.174,26.84,11.74,38.58,3.195,11935.2,3.278,13.42,4.78,48.6,PR,List PR,TRS,0.859,0.909,57,8.1,CR,Costa Rica,,4.738174878,44866360242,49.38060624,-8.377925951,47.79448556,10052.6829,86.40151271,7.909007193,13.57747474,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,10052.6829,4.738174878,44866360242,49.38060624,,-8.377925951,47.79448556,86.40151271,7.909007193,13.57747474
158,CRI,2009,6,0,Costa Rica ,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.32,0,0.089,0.025,0,0,0.185,0.175,0.174,0.174,0.275,0.199,0.174,0.174,26.84,11.74,38.58,3.195,11638,-2.233,7.84,7.71,50.6,PR,List PR,TRS,0.858,0.909,57,8.1,CR,Costa Rica,,-0.873455943,44474472353,47.65335108,-1.823281756,46.95993818,9837.876584,69.75931773,5.251511066,15.74812812,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,9837.876584,-0.873455943,44474472353,47.65335108,,-1.823281756,46.95993818,69.75931773,5.251511066,15.74812812
159,CRI,2010,6,1,Costa Rica ,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,4.327,1,0.07,0.025,0,0,0.125,0.123,0.108,0.108,0.195,0.147,0.108,0.108,1.22,16.74,17.96,3.9,12031.6,3.653,5.66,7.17,48.2,PR,List PR,TRS,0.86,0.912,57,8.1,CR,Costa Rica,,5.36034348,46858456832,44.31413317,-3.223364058,46.21835533,10236.98032,67.51208968,5.063711991,16.62071064,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,10236.98032,5.36034348,46858456832,44.31413317,,-3.223364058,46.21835533,67.51208968,5.063711991,16.62071064
160,CRI,2011,6,0,Costa Rica ,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,5.351,0,0.07,0.025,0,0,0.125,0.123,0.108,0.108,0.195,0.147,0.108,0.108,1.22,16.74,17.96,3.9,12366,3.053,4.88,10.14,48.7,PR,List PR,TRS,0.861,0.912,57,8.1,CR,Costa Rica,,4.40315924,48921709303,46.02004275,-5.296817118,45.7331155,10559.20596,68.63914651,6.391724891,16.96183622,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,10559.20596,4.40315924,48921709303,46.02004275,,-5.296817118,45.7331155,68.63914651,6.391724891,16.96183622
161,CRI,2012,6,0,Costa Rica ,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,5.351,0,0.07,0.025,0,0,0.125,0.123,0.108,0.108,0.195,0.147,0.108,0.108,1.22,16.74,17.96,3.9,12792,3.569,4.5,9.78,48.6,PR,List PR,TRS,0.861,0.911,57,8.1,CR,Costa Rica,,4.88259241,51310356968,47.45132058,-5.104818243,45.30658181,10945.03501,67.0485393,5.70866168,16.7900477,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,10945.03501,4.88259241,51310356968,47.45132058,,-5.104818243,45.30658181,67.0485393,5.70866168,16.7900477
162,CRI,2013,6,0,Costa Rica ,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,4.165,0,0.07,0.025,0,0,0.125,0.123,0.108,0.108,0.195,0.147,0.108,0.108,1.22,16.74,17.96,3.9,12916,1.102,5.23,8.77,49.3,PR,List PR,TRS,0.859,0.912,57,8.1,CR,Costa Rica,,2.494766112,52590430366,49.72992436,-4.771705995,44.96008036,11090.08844,64.06641059,6.291276937,17.13018914,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,11090.08844,2.494766112,52590430366,49.72992436,,-4.771705995,44.96008036,64.06641059,6.291276937,17.13018914
163,CRI,2014,6,1,Costa Rica ,1.344,1.273,2.577,2.508,0.714,0.722,-1.553,4.165,1,0.044,0.01,0,0,0.223,0.215,0.177,0.177,0.267,0.226,0.177,0.177,8.62,17.25,25.87,4.915,13222,2.365,4.52,9.06,48.6,PR,List PR,TRS,0.858,0.909,57,8.1,CR,Costa Rica,,3.542109878,54453241195,53.09844531,-4.716004804,44.71607476,11355.3311,65.19124205,6.232936611,17.01130325,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,11355.3311,3.542109878,54453241195,53.09844531,,-4.716004804,44.71607476,65.19124205,6.232936611,17.01130325
164,CRI,2015,6,0,Costa Rica ,1.344,1.273,2.577,2.508,0.714,0.722,-1.553,5.73,0,0.044,0.01,0,0,0.223,0.215,0.177,0.177,0.267,0.226,0.177,0.177,8.62,17.25,25.87,4.915,13677,2.511,0.8,9,48.4,PR,List PR,TRS,0.86,0.909,57,8.1,CR,Costa Rica,,3.652080968,56441917653,55.12724843,-3.403964754,44.57715446,11642.77805,60.75356194,5.236394871,16.96024191,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,11642.77805,3.652080968,56441917653,55.12724843,,-3.403964754,44.57715446,60.75356194,5.236394871,16.96024191
165,CRI,2016,6,0,Costa Rica ,1.344,1.273,2.577,2.508,0.714,0.722,-1.553,6.195,0,0.044,0.01,0,0,0.223,0.215,0.177,0.177,0.267,0.226,0.177,0.177,8.62,17.25,25.87,4.915,14098,3.149,-0.02,8.6,48.7,PR,List PR,TRS,0.857,0.907,57,8.1,CR,Costa Rica,,4.204323252,58814918321,58.63805377,-2.136516358,44.54224495,12004.67131,62.17847818,4.452962387,16.70867908,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,12004.67131,4.204323252,58814918321,58.63805377,,-2.136516358,44.54224495,62.17847818,4.452962387,16.70867908
166,CRI,2017,6,0,Costa Rica ,1.344,1.273,2.577,2.508,0.714,0.722,-1.553,5.148,0,0.044,0.01,0,0,0.223,0.215,0.177,0.177,0.267,0.226,0.177,0.177,8.62,17.25,25.87,,14470.8,2.798,1.63,8.14,48.3,PR,List PR,TRS,0.851,0.899,57,8.1,CR,Costa Rica,,4.157698963,61260265570,59.68590601,-3.616766427,44.5669072,12375.92373,65.07195374,4.833275306,16.35817465,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,12375.92373,4.157698963,61260265570,59.68590601,,-3.616766427,44.5669072,65.07195374,4.833275306,16.35817465
167,CRI,2018,6,1,Costa Rica ,,,,,,,-0.883,5.258,1,,,,,,,,,,,,,,,,,14686.3,1.644,2.22,9.63,48,PR,List PR,TRS,0.839,0.895,57,8.1,CR,Costa Rica,,2.615904404,62862775555,60.30445947,-2.991531121,44.66459387,12573.95585,66.94534202,4.829438713,16.19573389,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD,12573.95585,2.615904404,62862775555,60.30445947,,-2.991531121,44.66459387,66.94534202,4.829438713,16.19573389
