v1,iso3c,year,code_country,ref_y,country,cbi_g,imf,tyh_vote,tyh_seats,dalton_vote,dalton_seats,knutsen_vote,knutsen_seats,vdem_pol,dalton_op,election,gdppc,gdp_growth,inflation,unemployment,gini,pr_system,idea_es_legislature,idea_es_president,lib_dem_index,elect_dem_index,legislativesize,dist_mag_mean,gcdodtotlgdzs,longitude,latitude,income,lending,gdppc_wb,gdpgrowth_wb,gdpconstant_wb,domesticcredit,debt,currentacc,pop,trade,fdi,spending,vol_growth,log_inflation,pol_sq,ln_inflation,log_gdp,vol_inf,vol_spending
231,HND,1999,10,0,Honduras,0.67100,0.00000,0.433,0.452,1.463,1.495,0.626,0.653,-2.519,6.045,0,3215.2,-3.478,11.66,3.85,55.4,PR,List PR,FPTP,0.322,0.564,133,4.4,,-87.4667,15.1333,Lower middle income,IDA,1714.962,-0.7356511,1.10E+10,,,-3.755542,88.09536,120.1261,3.699419,9.479798,4.325884,2.456164,6.345361,2.456164,23.11851,2.01,1.223441
232,HND,2000,10,0,Honduras,0.67100,0.00000,0.433,0.452,1.463,1.495,0.626,0.653,-2.519,4.906,0,3335.7,4.397,11.05,,,PR,List PR,FPTP,0.33,0.564,133,4.4,,-87.4667,15.1333,Lower middle income,IDA,1790.364,7.291288,1.18E+10,,,-7.072325,86.92582,120.3922,4.869835,13.40847,8.026939,2.402431,6.345361,2.402431,23.18888,0.6099997,3.928675
233,HND,2001,10,0,Honduras,0.67100,0.00000,0.433,0.452,1.463,1.495,0.626,0.653,-2.519,4.817,1,3365.2,0.024,9.67,4,55.4,PR,List PR,FPTP,0.333,0.564,128,4.4,,-87.4667,15.1333,Lower middle income,IDA,1790.797,2.723193,1.21E+10,36.68357,,-6.256123,85.85241,115.9431,4.0494,14.68741,4.568095,2.269028,6.345361,2.269028,23.21575,1.38,1.278937
234,HND,2002,10,1,Honduras,0.67100,0.00000,1.214,1.703,2.448,2.9,1.027,1.203,-2.519,6.032,0,3431.3,1.099,7.69,4.02,55.7,PR,List PR,FPTP,0.334,0.562,128,4.4,,-87.4667,15.1333,Lower middle income,IDA,1810.474,3.754338,1.26E+10,36.03207,,-3.583136,84.50404,117.9975,3.656227,14.97554,1.031145,2.039921,6.345361,2.039921,23.25261,1.98,0.2881327
235,HND,2003,10,0,Honduras,0.67100,0.00000,1.214,1.703,2.448,2.9,1.027,1.203,-2.519,5.236,0,3527.1,1.942,7.67,5.3,58.1,PR,List PR,FPTP,0.338,0.571,128,4.4,,-87.4667,15.1333,Lower middle income,IDA,1845.637,4.547038,1.31E+10,37.19105,,-6.716822,82.99107,122.2483,4.740558,14.92083,0.7927003,2.037317,6.345361,2.037317,23.29708,0.02,0.0547142
236,HND,2004,10,0,Honduras,0.67100,0.00000,1.214,1.703,2.448,2.9,1.027,1.203,-2.519,6.216,0,3686.7,3.656,8.11,5.99,58.1,PR,List PR,FPTP,0.338,0.571,128,4.4,,-87.4667,15.1333,Lower middle income,IDA,1913.112,6.232303,1.39E+10,37.81437,,-7.705119,81.43906,135.4618,6.676055,15.01076,1.685265,2.093098,6.345361,2.093098,23.35753,0.4399996,0.0899296
237,HND,2005,10,0,Honduras,0.67100,0.00000,1.214,1.703,2.448,2.9,1.027,1.203,-2.519,5.817,1,3851.1,3.548,8.81,4.91,59.5,PR,List PR,FPTP,0.337,0.566,128,4.4,,-87.4667,15.1333,Lower middle income,IDA,1980.986,6.050599,1.48E+10,38.84176,,-3.119134,79.8922,136.4898,6.160269,15.52261,0.181704,2.175888,6.345361,2.175888,23.41628,0.7000008,0.5118561
238,HND,2006,10,1,Honduras,0.67100,0.00000,0.502,1.424,1.574,2.652,0.694,0.836,-1.692,5.066,0,4045.3,4.12,5.58,3.57,57.5,PR,List PR,FPTP,0.317,0.524,128,4.4,,-87.4667,15.1333,Lower middle income,IDA,2062.604,6.567244,1.58E+10,44.72935,,-3.504961,78.15385,133.1318,6.57287,15.00378,0.5166445,1.719189,2.862864,1.719189,23.47989,3.23,0.5188332
239,HND,2007,10,0,Honduras,0.67100,0.00000,0.502,1.424,1.574,2.652,0.694,0.836,-1.692,4.474,0,4237.3,3.819,6.94,3.21,55.8,PR,List PR,FPTP,0.318,0.528,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2141.375,6.188327,1.67E+10,52.27042,,-9.029473,76.5015,135.0706,7.822233,16.60237,0.3789163,1.937302,2.862864,1.937302,23.53993,1.36,1.598592
240,HND,2008,10,0,Honduras,0.67100,1.00000,0.502,1.424,1.574,2.652,0.694,0.836,-1.692,4.639,0,4358.8,1.98,11.4,3.16,55.5,PR,List PR,FPTP,0.323,0.528,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2183.766,4.2316,1.74E+10,51.29183,,-15.34289,74.84518,135.749,8.650223,17.11483,1.956727,2.433613,2.862864,2.433613,23.58138,4.46,0.512455
241,HND,2009,10,0,Honduras,0.67100,0.00000,0.502,1.424,1.574,2.652,0.694,0.836,-0.064,5.619,1,4200.2,-4.464,5.5,3.29,51.3,PR,List PR,FPTP,0.297,0.474,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2086.271,-2.431628,1.70E+10,50.33822,,-3.815963,73.0628,96.90501,3.389872,18.69974,6.663228,1.704748,0.004096,1.704748,23.55676,5.9,1.584909
242,HND,2010,10,1,Honduras,0.67100,1.00000,0.223,0.28,1.05,1.176,0.451,0.488,1.036,5.595,0,4305.9,1.652,4.7,4.12,53.1,PR,List PR,FPTP,0.244,0.412,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2120.743,3.73114,1.76E+10,47.46225,,-5.076429,71.12277,109.4418,3.834606,17.92643,6.162768,1.547562,1.073296,1.547562,23.59339,0.8000002,0.7733059
243,HND,2011,10,0,Honduras,0.67100,0.00000,0.223,0.28,1.05,1.176,0.451,0.488,0.774,5.448,0,4421,1.837,6.76,4.47,56.2,PR,List PR,FPTP,0.252,0.419,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2159.711,3.835691,1.83E+10,47.30923,,-7.9539,69.19775,122.2169,5.886801,16.06437,0.1045504,1.911023,0.599076,1.911023,23.63103,2.06,1.862062
244,HND,2012,10,0,Honduras,0.67100,0.00000,0.223,0.28,1.05,1.176,0.451,0.488,0.068,5.448,0,4518,2.2,5.2,3.75,56.1,PR,List PR,FPTP,0.242,0.417,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2207.23,4.128688,1.91E+10,51.27565,,-8.531384,67.15553,121.1882,5.836095,16.20178,0.2929971,1.648659,0.004624,1.648659,23.67149,1.56,0.137413
245,HND,2013,10,0,Honduras,0.67100,0.00000,0.223,0.28,1.05,1.176,0.451,0.488,0.068,4.337,1,4561,0.948,5.16,5.65,52.6,PR,List PR,FPTP,0.26,0.421,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2228.147,2.79156,1.96E+10,54.72269,,-9.527304,65.09284,116.306,5.778627,16.73381,1.337128,1.640936,0.004624,1.640936,23.69902,0.04,0.5320301
246,HND,2014,10,1,Honduras,0.67100,1.00000,2.955,2.976,3.82,3.834,1.485,1.49,-0.316,4.337,0,4620,1.251,6.13,7.08,50.3,PR,List PR,FPTP,0.279,0.45,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2256.015,3.058081,2.02E+10,55.08694,,-6.94518,63.15795,112.9751,8.629014,15.33231,0.266521,1.813195,0.099856,1.813195,23.72914,0.9700003,1.401501
247,HND,2015,10,0,Honduras,0.67100,0.00000,2.955,2.976,3.82,3.834,1.485,1.49,-0.316,6.022,0,4706,2.047,3.16,6.15,49.8,PR,List PR,FPTP,0.255,0.446,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2302.204,3.84008,2.10E+10,54.5936,,-4.670907,61.4296,107.2644,6.27595,14.30525,0.7819993,1.150572,0.099856,1.150572,23.76682,2.97,1.027065
248,HND,2016,10,0,Honduras,0.67100,0.00000,2.955,2.976,3.82,3.834,1.485,1.49,-0.316,7.226,0,4796,2.124,2.72,6.73,49.8,PR,List PR,FPTP,0.266,0.445,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2351.094,3.892972,2.18E+10,57.54776,,-3.143412,59.84899,99.81572,5.281566,14.11394,0.0528922,1.000632,0.099856,1.000632,23.80502,0.4400001,0.1913099
249,HND,2017,10,0,Honduras,0.67100,0.00000,2.955,2.976,3.82,3.834,1.485,1.49,0.636,6.919,1,4941.3,3.084,3.93,5.53,49.4,PR,List PR,FPTP,0.259,0.445,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2423.592,4.842914,2.29E+10,57.63132,,-1.245896,58.49347,101.8131,4.105923,13.49842,0.9499419,1.368639,0.404496,1.368639,23.85231,1.21,0.6155195
250,HND,2018,10,1,Honduras,0.67100,0.00000,3.301,2.437,4.038,3.469,1.724,1.262,1.012,6.764,0,5041.6,1.982,4.35,5.65,48.9,PR,List PR,FPTP,0.244,0.378,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2475.17,3.844995,2.37E+10,62.74831,,-6.572339,57.31061,103.5512,5.993854,13.46225,0.9979193,1.470176,1.024144,1.470176,23.89004,0.4199998,0.0361652
251,HND,2019,10,0,Honduras,0.67100,0.00000,3.301,2.437,4.038,3.469,1.724,1.262,1.012,6.764,0,,0.982,4.37,5.7,48.2,PR,List PR,FPTP,0.234,0.374,128,7.1,,-87.4667,15.1333,Lower middle income,IDA,2499.493,2.653066,2.44E+10,63.91043,,-2.666426,56.21976,98.02759,3.806681,13.48899,1.191929,1.474763,1.024144,1.474763,23.91622,0.02,0.0267401
252,MEX,1992,11,0,Mexico,0.39287,0.00000,,,,,,,-0.3,,0,10262.2,1.683,15.51,3.24,52.6,Mixed,MMP,FPTP,0.22,0.439,500,16.6,28.14705,-99.1276,19.427,Upper middle income,IBRD,7760.906,3.541102,6.76E+11,,28.14705,-6.730412,74.25169,35.5535,1.209668,9.942875,,2.741485,0.09,2.741485,27.23914,,
253,MEX,1993,11,0,Mexico,0.63825,0.00000,,,,,,,-0.3,,0,10357.8,0.158,9.75,3.37,,Mixed,MMP,FPTP,0.224,0.448,500,16.6,20.37513,-99.1276,19.427,Upper middle income,IBRD,7773.162,1.941156,6.89E+11,,20.37513,-4.67312,72.95993,27.82791,0.8765097,9.114783,1.599947,2.277267,0.09,2.277267,27.25836,5.76,0.8280916
254,MEX,1994,11,1,Mexico,0.63825,0.00000,0.643,0.572,1.782,1.68,0.57,0.525,-0.107,,1,10721,3.159,6.97,4.44,52.8,Mixed,Parallel,FPTP,0.263,0.468,500,16.6,28.15643,-99.1276,19.427,Upper middle income,IBRD,8018.721,4.941081,7.23E+11,,28.15643,-5.619812,71.78321,30.70997,2.07886,9.466825,2.999925,1.941615,0.011449,1.941615,27.30659,2.78,0.3520422
255,MEX,1995,11,0,Mexico,0.63825,1.00000,0.643,0.572,1.782,1.68,0.57,0.525,-0.107,4.477,0,9945,-7.832,35,7.1,,Mixed,Parallel,FPTP,0.284,0.487,500,16.6,32.45838,-99.1276,19.427,Upper middle income,IBRD,7390.715,-6.291231,6.78E+11,,32.45838,-0.4378101,70.72858,46.32102,2.645648,8.55116,11.23231,3.555348,0.011449,3.555348,27.24161,28.03,0.9156656
256,MEX,1996,11,0,Mexico,0.63825,0.00000,0.643,0.572,1.782,1.68,0.57,0.525,-0.289,5.449,0,10386.5,5.072,34.38,5.47,53.6,Mixed,Parallel,FPTP,0.294,0.508,500,16.6,25.16602,-99.1276,19.427,Upper middle income,IBRD,7765.605,6.773259,7.23E+11,,25.16602,-0.6101937,69.3459,50.4192,2.235072,8.119714,13.06449,3.537475,0.083521,3.537475,27.30715,0.6199989,0.4314461
257,MEX,1997,11,1,Mexico,0.63825,0.00000,1.47,1.434,2.694,2.661,1.021,1.01,-0.772,3.965,1,11030.3,5.194,20.63,4.24,,Mixed,MMP,FPTP,0.338,0.544,500,16.6,20.64914,-99.1276,19.427,Upper middle income,IBRD,8168.916,6.846852,7.73E+11,21.24789,20.64914,-1.531721,68.09634,48.77736,2.56384,8.261602,0.0735936,3.026746,0.595984,3.026746,27.37337,13.75,0.1418886
258,MEX,1998,11,0,Mexico,0.63825,0.00000,1.47,1.434,2.694,2.661,1.021,1.01,-0.772,5.218,0,11510.9,3.582,15.93,3.73,51.7,Mixed,MMP,FPTP,0.372,0.594,500,16.6,22.24363,-99.1276,19.427,Upper middle income,IBRD,8461.493,5.163925,8.13E+11,18.98627,22.24363,-3.03753,66.9595,50.99612,2.422927,8.543129,1.682927,2.768204,0.595984,2.768204,27.42373,4.699999,0.2815266
259,MEX,1999,11,0,Mexico,0.63825,1.00000,1.47,1.434,2.694,2.661,1.021,1.01,-0.772,5.218,0,11894.2,1.248,16.59,2.6,,Mixed,MMP,FPTP,0.373,0.597,500,16.6,20.48506,-99.1276,19.427,Upper middle income,IBRD,8567.078,2.753554,8.35E+11,16.34147,20.48506,-2.332384,65.89419,50.61797,2.322606,9.178513,2.410371,2.8088,0.595984,2.8088,27.45089,0.6599998,0.6353836
260,MEX,2000,11,1,Mexico,0.63825,0.00000,1.015,0.732,2.239,1.901,0.794,0.688,-0.982,4.306,1,12613.4,3.441,9.49,2.65,52.6,Mixed,MMP,FPTP,0.429,0.634,500,16.6,19.06949,-99.1276,19.427,Upper middle income,IBRD,8861.869,4.942454,8.76E+11,15.03996,19.06949,-2.648996,64.8733,52.43268,2.59671,9.51522,2.1889,2.250239,0.964324,2.250239,27.49913,7.1,0.3367071
261,MEX,2001,11,0,Mexico,0.63825,0.00000,1.015,0.732,2.239,1.901,0.794,0.688,-0.982,4.132,0,12565.5,-1.793,6.37,2.63,,Mixed,MMP,FPTP,0.484,0.676,500,16.6,,-99.1276,19.427,Upper middle income,IBRD,8702.985,-0.4043901,8.73E+11,12.87772,,-2.346024,63.66213,47.16607,3.972482,9.881126,5.346844,1.851599,0.964324,1.851599,27.49508,3.12,0.3659067
262,MEX,2002,11,0,Mexico,0.63825,0.00000,1.015,0.732,2.239,1.901,0.794,0.688,-0.982,4.16,0,12645.5,-1.403,5.03,3,50.1,Mixed,MMP,FPTP,0.492,0.685,500,16.6,,-99.1276,19.427,Upper middle income,IBRD,8580.888,-0.0398445,8.73E+11,14.88627,,-1.689067,62.60036,46.69791,2.611063,10.37772,0.3645456,1.61542,0.964324,1.61542,27.49468,1.34,0.4965897
263,MEX,2003,11,1,Mexico,0.63825,0.00000,1.524,1.548,2.743,2.765,0.851,0.88,-0.982,5.443,1,12794,0.072,4.55,3.46,,Mixed,MMP,FPTP,0.498,0.693,500,16.6,,-99.1276,19.427,Upper middle income,IBRD,8587.089,1.446383,8.85E+11,15.36828,,-0.7161505,61.6476,50.20569,2.492465,11.03379,1.486227,1.515127,0.964324,1.515127,27.50904,0.48,0.6560745
264,MEX,2004,11,0,Mexico,0.63825,0.00000,1.524,1.548,2.743,2.765,0.851,0.88,-0.982,5.493,0,13287.6,2.495,4.69,3.94,50,Mixed,MMP,FPTP,0.504,0.701,500,16.6,,-99.1276,19.427,Upper middle income,IBRD,8801.322,3.920591,9.20E+11,14.77658,,-0.5986133,60.75783,53.48615,3.216144,10.48729,2.474208,1.545433,0.964324,1.545433,27.5475,0.1399999,0.5465012
265,MEX,2005,11,0,Mexico,0.63825,0.00000,1.524,1.548,2.743,2.765,0.851,0.88,-0.982,4.999,0,13655.8,0.87,3.99,3.56,50.1,Mixed,MMP,FPTP,0.504,0.701,500,16.6,,-99.1276,19.427,Upper middle income,IBRD,8877.852,2.307807,9.41E+11,16.01332,,-0.6536484,59.90324,53.93813,2.897417,10.52171,1.612784,1.383791,0.964324,1.383791,27.57031,0.7,0.0344172
266,MEX,2006,11,1,Mexico,0.63825,0.00000,2.481,2.455,3.5,3.482,1.275,1.285,-0.524,4.443,1,14287.6,2.984,3.63,3.57,48.9,Mixed,MMP,FPTP,0.48,0.672,500,16.6,,-99.1276,19.427,Upper middle income,IBRD,9142.805,4.495078,9.83E+11,19.19634,,-0.3402926,59.07173,56.09272,2.269511,10.34442,2.187271,1.289233,0.274576,1.289233,27.61428,0.3599999,0.1772833
267,MEX,2007,11,0,Mexico,0.63825,0.00000,2.481,2.455,3.5,3.482,1.275,1.285,-0.524,5.153,0,14684.7,0.783,3.97,3.63,,Mixed,MMP,FPTP,0.459,0.647,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,9214.354,2.291446,1.01E+12,21.40365,,-0.9017553,58.13096,56.79528,2.955283,10.40538,2.203632,1.378766,0.274576,1.378766,27.63694,0.3399999,0.0609579
268,MEX,2008,11,0,Mexico,0.63825,0.00000,2.481,2.455,3.5,3.482,1.275,1.285,-0.524,4.78,0,14808.1,-0.358,5.12,3.87,49.9,Mixed,MMP,FPTP,0.457,0.642,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,9181.4,1.143585,1.02E+12,20.67314,,-1.49737,57.14931,57.77703,2.683163,10.72952,1.147861,1.633154,0.274576,1.633154,27.64831,1.15,0.3241377
269,MEX,2009,11,1,Mexico,0.63825,0.00000,0.853,1.087,2.052,2.317,0.715,0.78,-0.754,4.726,1,14027,-6.674,5.3,5.36,,Mixed,MMP,FPTP,0.46,0.645,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,8568.618,-5.285744,9.64E+11,22.65381,,-0.8506139,56.22263,55.96777,2.183914,11.91696,6.429329,1.667707,0.568516,1.667707,27.594,0.1800003,1.187445
270,MEX,2010,11,0,Mexico,0.63825,0.00000,0.853,1.087,2.052,2.317,0.715,0.78,-0.754,4.718,0,14697.3,3.617,4.16,5.3,47.2,Mixed,MMP,FPTP,0.463,0.652,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,8878.562,5.118118,1.01E+12,23.32882,,-0.4478278,55.40225,60.76032,2.886057,11.77136,10.40386,1.425515,0.568516,1.425515,27.64392,1.14,0.1456003
271,MEX,2011,11,0,Mexico,0.63825,0.00000,0.853,1.087,2.052,2.317,0.715,0.78,-0.754,5.405,0,15210,2.227,3.41,5.17,,Mixed,MMP,FPTP,0.46,0.65,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,9076.302,3.663008,1.05E+12,24.55434,,-0.9972743,54.6101,63.46968,2.01978,11.77708,1.45511,1.226712,0.568516,1.226712,27.6799,0.7499998,0.0057201
272,MEX,2012,11,1,Mexico,0.63825,0.00000,2.527,2.671,3.533,3.632,1.222,1.253,-0.545,5.405,1,15639,2.247,4.11,4.89,48.7,Mixed,MMP,FPTP,0.46,0.648,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,9280.259,3.642323,1.09E+12,26.0481,,-1.530309,53.94848,65.76724,1.516913,11.94673,0.0206852,1.413423,0.297025,1.413423,27.71567,0.7,0.169651
273,MEX,2013,11,0,Mexico,0.66162,0.00000,2.527,2.671,3.533,3.632,1.222,1.253,-0.745,4.347,0,15680,0.029,3.81,4.91,,Mixed,MMP,FPTP,0.42,0.619,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,9282.992,1.354092,1.10E+12,29.01746,,-2.462713,53.38531,63.76488,3.987448,12.19139,2.288231,1.337629,0.555025,1.337629,27.72912,0.3000002,0.2446527
274,MEX,2014,11,0,Mexico,0.66481,0.00000,2.527,2.671,3.533,3.632,1.222,1.253,-0.745,4.347,0,15856,1.544,4.02,4.81,48.7,Mixed,MMP,FPTP,0.423,0.62,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,9426.324,2.849773,1.14E+12,29.23684,,-1.920277,52.86123,64.92536,2.179101,12.19496,1.495681,1.391282,0.555025,1.391282,27.75722,0.21,0.0035744
275,MEX,2015,11,1,Mexico,0.66799,0.00000,2.354,2.42,3.409,3.457,1.186,1.27,-0.551,5.311,1,16096,2.019,2.72,4.31,,Mixed,MMP,FPTP,0.418,0.631,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,9616.646,3.293152,1.17E+12,31.92032,,-2.637335,52.34772,71.08909,3.056521,12.3172,0.4433784,1.000632,0.303601,1.000632,27.78962,1.3,0.1222343
276,MEX,2016,11,0,Mexico,0.67118,0.00000,2.354,2.42,3.409,3.457,1.186,1.27,-0.032,4.758,0,16133,1.403,2.82,3.86,46.3,Mixed,MMP,FPTP,0.423,0.635,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,9751.569,2.630533,1.20E+12,33.9817,,-2.238316,51.92537,76.06221,3.606477,12.01041,0.6626191,1.036737,0.001024,1.036737,27.81558,0.0999999,0.3067827
277,MEX,2017,11,0,Mexico,0.67437,0.00000,2.354,2.42,3.409,3.457,1.186,1.27,-0.223,5.541,0,16308.6,0.931,6.04,3.42,,Mixed,MMP,FPTP,0.43,0.624,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,9842.4,2.113129,1.23E+12,35.28577,,-1.728206,51.46924,77.11575,2.866928,11.6166,0.5174034,1.798404,0.049729,1.798404,27.8365,3.22,0.3938169
278,MEX,2018,11,1,Mexico,0.67755,0.00000,1.754,1.694,2.943,2.893,1.019,1.043,-0.032,4.939,1,16494.1,1.05,4.9,3.28,45.4,Mixed,MMP,FPTP,0.453,0.67,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,9945.776,2.194995,1.26E+12,34.54729,,-1.990038,51.013,80.55939,3.096339,11.57033,0.0818655,1.589235,0.001024,1.589235,27.85821,1.14,0.0462685
279,MEX,2019,11,0,Mexico,0.68074,0.00000,1.754,1.694,2.943,2.893,1.019,1.043,1.258,,0,,-1.139,3.64,3.48,,Mixed,MMP,FPTP,0.44,0.671,500,80.6,,-99.1276,19.427,Upper middle income,IBRD,9819.533,-0.1859068,1.25E+12,36.55805,,-0.2734022,50.60645,77.87326,2.34286,11.38993,2.380902,1.291984,1.582564,1.291984,27.85635,1.26,0.1804028
280,NIC,1992,12,0,Nicaragua,0.69675,0.00000,,,,,,,0.662,,0,2163.4,-1.843,,,,PR,List PR,TRS,0.482,0.697,90,10,,-86.2734,12.1475,Lower middle income,IDA,1204.879,0.3863465,5.26E+09,,,-42.8938,93.1171,70.51762,0.8366801,19.67202,,,0.438244,,22.38315,,
281,NIC,1993,12,0,Nicaragua,0.69675,0.00000,,,,,,,0.662,,0,2114.7,-2.58,,,57.4,PR,List PR,TRS,0.494,0.7,90,10,,-86.2734,12.1475,Lower middle income,IDA,1173.794,-0.3929359,5.24E+09,,,-34.40454,91.57047,68.28596,2.208996,17.58872,0.7792825,,0.438244,,22.37922,,2.083298
282,NIC,1994,12,0,Nicaragua,0.69675,0.00000,,,,,,,0.662,,0,2154.3,1.15,,,,PR,List PR,TRS,0.493,0.703,90,10,,-86.2734,12.1475,Lower middle income,IDA,1187.293,3.337726,5.41E+09,,,-23.5792,89.83125,39.08121,1.208847,7.490966,3.730662,,0.438244,,22.41205,,10.09776
283,NIC,1995,12,0,Nicaragua,0.69675,0.00000,,,,,,,0.662,,0,2264.1,3.791,,,,PR,List PR,TRS,0.498,0.703,90,10,,-86.2734,12.1475,Lower middle income,IDA,1232.3,5.911908,5.73E+09,,,-17.44921,87.83797,44.03979,2.147099,7.51658,2.574182,,0.438244,,22.46948,,0.0256143
284,NIC,1996,12,0,Nicaragua,0.69675,0.00000,,,,,,,0.662,5.745,1,2395.2,4.339,,,,PR,List PR,TRS,0.465,0.691,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1285.775,6.344268,6.10E+09,,,-19.14356,85.7994,48.48284,2.785288,7.345079,0.4323602,,0.438244,,22.531,,0.1715007
285,NIC,1997,12,1,Nicaragua,0.69675,0.00000,2.619,2.678,3.596,3.637,1.461,1.494,0.662,4.644,0,2482.7,2.113,,,,PR,List PR,TRS,0.423,0.648,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1312.94,3.966651,6.34E+09,,,-19.15199,83.54021,58.00553,4.633294,6.915243,2.377617,,0.438244,,22.5699,,0.4298363
286,NIC,1998,12,0,Nicaragua,0.69675,0.00000,2.619,2.678,3.596,3.637,1.461,1.494,0.662,5.159,0,2569.8,1.959,,,54.4,PR,List PR,TRS,0.423,0.648,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1338.662,3.711681,6.57E+09,,,-14.8133,81.18792,57.01371,4.707388,7.126299,0.2549696,,0.438244,,22.60634,,0.2110562
287,NIC,1999,12,0,Nicaragua,0.72175,0.00000,2.619,2.678,3.596,3.637,1.461,1.494,0.662,5.159,0,2748.1,5.312,,,,PR,List PR,TRS,0.394,0.606,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1409.768,7.035971,7.04E+09,,,-19.11927,78.92358,62.53764,6.94645,8.227811,3.324289,,0.438244,,22.67434,,1.101511
288,NIC,2000,12,0,Nicaragua,0.72175,0.00000,2.619,2.678,3.596,3.637,1.461,1.494,-0.227,6.022,0,2858.5,2.494,7.07,,,PR,List PR,TRS,0.395,0.604,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1444.932,4.10159,7.33E+09,,,-18.32073,76.83027,61.2985,5.217992,8.676714,2.934381,1.95586,0.051529,1.95586,22.71453,,0.4489031
289,NIC,2001,12,0,Nicaragua,0.72175,0.00000,2.619,2.678,3.596,3.637,1.461,1.494,-0.227,5.504,1,2944.2,1.439,5.99,4.12,52.9,PR,List PR,TRS,0.388,0.607,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1465.723,2.960843,7.54E+09,13.71784,,-15.41006,74.65166,57.98013,2.821639,8.962608,1.140747,1.790091,0.051529,1.790091,22.74371,1.08,0.2858944
290,NIC,2002,12,1,Nicaragua,0.72175,0.00000,6.288,6.167,5.572,5.519,2.431,2.385,0.66,6.053,0,2969.5,-0.674,3.75,,,PR,List PR,TRS,0.399,0.63,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1455.848,0.7539389,7.60E+09,15.1304,,-15.00896,72.71669,58.09129,3.90298,8.745027,2.206904,1.321756,0.4356,1.321756,22.75122,2.24,0.2175817
291,NIC,2003,12,0,Nicaragua,0.72175,0.00000,6.288,6.167,5.572,5.519,2.431,2.385,0.66,5.745,0,3049.2,1.111,5.3,7.6,,PR,List PR,TRS,0.398,0.625,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1472.017,2.520733,7.79E+09,17.68,,-13.25516,70.96747,62.17506,3.782089,9.184697,1.766794,1.667707,0.4356,1.667707,22.77612,1.55,0.4396706
292,NIC,2004,12,0,Nicaragua,0.72175,0.00000,6.288,6.167,5.572,5.519,2.431,2.385,0.66,6.212,0,3220.3,3.883,8.47,6.41,,PR,List PR,TRS,0.4,0.625,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1529.173,5.312171,8.20E+09,19.6395,,-11.86079,69.32162,67.19532,4.313641,9.084133,2.791438,2.136531,0.4356,2.136531,22.82788,3.17,0.100564
293,NIC,2005,12,0,Nicaragua,0.72175,0.00000,6.288,6.167,5.572,5.519,2.431,2.385,0.66,6.215,0,3370.8,2.868,9.6,5.37,48.8,PR,List PR,TRS,0.4,0.625,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1573.031,4.282398,8.56E+09,22.61956,,-12.39564,67.74976,71.64572,3.814067,9.428153,1.029772,2.261763,0.4356,2.261763,22.86981,1.13,0.3440199
294,NIC,2006,12,0,Nicaragua,0.72175,0.00000,6.288,6.167,5.572,5.519,2.431,2.385,0.66,6.373,1,3525.6,2.734,9.14,5.31,,PR,List PR,TRS,0.356,0.605,90,7.6,,-86.2734,12.1475,Lower middle income,IDA,1616.057,4.1532,8.91E+09,26.46189,,-13.08077,66.15459,87.31035,4.240495,15.16615,0.1291986,2.21266,0.4356,2.21266,22.9105,0.46,5.737999
